sid,term_id,cluster
pjxsqxbj897,2022-2023-T1,3
pjxsqxbj899,2022-2023-T1,3
pjxsqxbj900,2022-2023-T1,1
pjxsqxbj904,2022-2023-T1,3
pjxsqxbj905,2022-2023-T1,3
pjxsqxbj906,2022-2023-T1,1
pjxsqxbj908,2022-2023-T1,1
pjxsqxbj909,2022-2023-T1,3
pjxsqxbj912,2022-2023-T1,3
pjxsqxbj916,2022-2023-T1,3
pjxsqxbj918,2022-2023-T1,3
pjxsqxbj920,2022-2023-T1,3
pjxsqxbj921,2022-2023-T1,2
pjxsqxbj922,2022-2023-T1,3
pjxsqxbj925,2022-2023-T1,1
pjxsqxbj927,2022-2023-T1,3
pjxsqxbj929,2022-2023-T1,3
pjxsqxbj932,2022-2023-T1,3
pjxsqxbj934,2022-2023-T1,3
pjxsqxbj936,2022-2023-T1,3
pjxsqxbj938,2022-2023-T1,1
pjxsqxbj939,2022-2023-T1,1
pjxsqxbj940,2022-2023-T1,1
pjxsqxbj941,2022-2023-T1,3
pjxsqxbj942,2022-2023-T1,3
pjxsqxbj944,2022-2023-T1,3
pjxsqxbj946,2022-2023-T1,3
pjxsqxbj949,2022-2023-T1,3
pjxsqxbj953,2022-2023-T1,3
pjxsqxbj954,2022-2023-T1,1
pjxsqxbj957,2022-2023-T1,3
pjxsqxbj962,2022-2023-T1,3
pjxsqxbj965,2022-2023-T1,3
pjxsqxbj966,2022-2023-T1,3
pjxsqxbj968,2022-2023-T1,3
pjxsqxbj969,2022-2023-T1,3
pjxsqxbj970,2022-2023-T1,3
pjxsqxbj971,2022-2023-T1,1
pjxsqxbj976,2022-2023-T1,3
pjxsqxbj980,2022-2023-T1,3
pjxsqxbj981,2022-2023-T1,1
pjxsqxbj982,2022-2023-T1,3
pjxsqxbj983,2022-2023-T1,3
pjxsqxbj984,2022-2023-T1,1
pjxsqxbj985,2022-2023-T1,3
pjxsqxbj986,2022-2023-T1,1
pjxsqxbj989,2022-2023-T1,3
pjxsqxbj994,2022-2023-T1,3
pjxsqxbj995,2022-2023-T1,1
pjxsqxbj996,2022-2023-T1,3
pjxsqxbj997,2022-2023-T1,1
pjxsqxbj998,2022-2023-T1,3
pjxtztbj985,2022-2023-T1,1
pjxtztbj986,2022-2023-T1,1
pjxtztbj987,2022-2023-T1,1
pjxtztbj989,2022-2023-T1,1
pjxtztbj990,2022-2023-T1,1
pjxtztbj996,2022-2023-T1,1
pjxtztbj997,2022-2023-T1,1
pjxtztbj998,2022-2023-T1,1
pjxtzxbj997,2022-2023-T1,1
pjxuqwbj443,2022-2023-T1,1
pjxuqwbj445,2022-2023-T1,1
pjxuqwbj446,2022-2023-T1,1
pjxuqwbj449,2022-2023-T1,1
pjxuqwbj450,2022-2023-T1,1
pjxuqwbj454,2022-2023-T1,1
pjxuqwbj460,2022-2023-T1,3
pjxuqwbj461,2022-2023-T1,1
pjxuqwbj463,2022-2023-T1,1
pjxuqwbj468,2022-2023-T1,1
pjxuqwbj470,2022-2023-T1,1
pjxuqwbj472,2022-2023-T1,1
pjxuqwbj473,2022-2023-T1,1
pjxuqwbj474,2022-2023-T1,3
pjxuqwbj476,2022-2023-T1,3
pjxuqwbj477,2022-2023-T1,1
pjxuqwbj478,2022-2023-T1,3
pjxuqwbj479,2022-2023-T1,3
pjxuqwbj483,2022-2023-T1,1
pjxuqwbj485,2022-2023-T1,1
pjxuqwbj488,2022-2023-T1,3
pjxuqwbj489,2022-2023-T1,3
pjxuqwbj490,2022-2023-T1,1
pjxuqwbj491,2022-2023-T1,1
pjxuqwbj492,2022-2023-T1,1
pjxuqwbj495,2022-2023-T1,3
pjxuqwbj496,2022-2023-T1,1
pjxuqwbj497,2022-2023-T1,1
pjxuqwbj498,2022-2023-T1,1
pjxuqwbj499,2022-2023-T1,1
pjxuqwbj500,2022-2023-T1,1
pjxuqwbj503,2022-2023-T1,1
pjxuqwbj505,2022-2023-T1,1
pjxuqwbj507,2022-2023-T1,1
pjxuqwbj508,2022-2023-T1,3
pjxuqwbj511,2022-2023-T1,3
pjxuqwbj512,2022-2023-T1,1
pjxuqwbj515,2022-2023-T1,1
pjxuqwbj516,2022-2023-T1,1
pjxuqwbj517,2022-2023-T1,1
pjxuqwbj519,2022-2023-T1,1
pjxuqwbj525,2022-2023-T1,3
pjxuqwbj526,2022-2023-T1,1
pjxuqwbj527,2022-2023-T1,1
pjxuqwbj528,2022-2023-T1,1
pjxuqwbj529,2022-2023-T1,1
pjxuqwbj535,2022-2023-T1,1
pjxuqwbj536,2022-2023-T1,1
pjxuqwbj537,2022-2023-T1,1
pjxuqwbj538,2022-2023-T1,1
pjxuqwbj539,2022-2023-T1,1
pjxuqwbj540,2022-2023-T1,1
pjxuqwbj545,2022-2023-T1,3
pjxuqwbj546,2022-2023-T1,2
pjxuqwbj547,2022-2023-T1,3
pjxuqwbj551,2022-2023-T1,1
pjxuqwbj552,2022-2023-T1,1
pjxuqwbj558,2022-2023-T1,1
pjxuqwbj559,2022-2023-T1,3
pjxuqwbj562,2022-2023-T1,1
pjxuqwbj564,2022-2023-T1,1
pjxuqwbj565,2022-2023-T1,1
pjxuqwbj566,2022-2023-T1,3
pjxuqwbj568,2022-2023-T1,3
pjxuqwbj571,2022-2023-T1,1
pjxuqwbj572,2022-2023-T1,3
pjxuqwbj573,2022-2023-T1,1
pjxuqwbj574,2022-2023-T1,3
pjxuqwbj580,2022-2023-T1,1
pjxuqwbj581,2022-2023-T1,1
pjxuqwbj582,2022-2023-T1,3
pjxuqwbj583,2022-2023-T1,3
pjxuqwbj584,2022-2023-T1,1
pjxuqwbj585,2022-2023-T1,1
pjxuqwbj586,2022-2023-T1,3
pjxuqwbj588,2022-2023-T1,1
pjxuqwbj589,2022-2023-T1,1
pjxuqwbj591,2022-2023-T1,1
pjxuqwbj593,2022-2023-T1,1
pjxuqwbj594,2022-2023-T1,1
pjxuqwbj600,2022-2023-T1,1
pjxuqwbj605,2022-2023-T1,1
pjxuqwbj606,2022-2023-T1,3
pjxuqwbj608,2022-2023-T1,1
pjxuqwbj609,2022-2023-T1,3
pjxuqwbj610,2022-2023-T1,3
pjxuqwbj615,2022-2023-T1,1
pjxuqwbj618,2022-2023-T1,1
pjxuqwbj619,2022-2023-T1,1
pjxuqwbj621,2022-2023-T1,3
pjxuqwbj622,2022-2023-T1,1
pjxuqwbj624,2022-2023-T1,1
pjxuqwbj631,2022-2023-T1,1
pjxuqwbj632,2022-2023-T1,1
pjxuqwbj633,2022-2023-T1,1
pjxuqwbj634,2022-2023-T1,1
pjxuqwbj637,2022-2023-T1,1
pjxuqwbj638,2022-2023-T1,1
pjxuqwbj639,2022-2023-T1,1
pjxuqwbj641,2022-2023-T1,3
pjxuqwbj642,2022-2023-T1,3
pjxuqwbj643,2022-2023-T1,3
pjxuqwbj644,2022-2023-T1,3
pjxuqwbj647,2022-2023-T1,1
pjxuqwbj648,2022-2023-T1,1
pjxuqwbj650,2022-2023-T1,1
pjxuqwbj651,2022-2023-T1,3
pjxuqwbj654,2022-2023-T1,1
pjxuqwbj655,2022-2023-T1,1
pjxuqwbj658,2022-2023-T1,1
pjxuqwbj659,2022-2023-T1,3
pjxuqwbj661,2022-2023-T1,3
pjxuqwbj663,2022-2023-T1,1
pjxuqwbj665,2022-2023-T1,1
pjxuqwbj666,2022-2023-T1,3
pjxuqwbj673,2022-2023-T1,3
pjxuqwbj674,2022-2023-T1,1
pjxuqwbj676,2022-2023-T1,3
pjxuqwbj677,2022-2023-T1,1
pjxuqwbj678,2022-2023-T1,1
pjxuqwbj679,2022-2023-T1,1
pjxuqwbj686,2022-2023-T1,3
pjxuqwbj687,2022-2023-T1,3
pjxuqwbj691,2022-2023-T1,3
pjxuqwbj692,2022-2023-T1,3
pjxuqwbj694,2022-2023-T1,1
pjxuqwbj695,2022-2023-T1,1
pjxuqwbj698,2022-2023-T1,3
pjxuqwbj699,2022-2023-T1,1
pjxuqwbj701,2022-2023-T1,1
pjxuqwbj705,2022-2023-T1,1
pjxuqwbj708,2022-2023-T1,1
pjxuqwbj711,2022-2023-T1,1
pjxuqwbj712,2022-2023-T1,3
pjxuqwbj713,2022-2023-T1,1
pjxuqwbj714,2022-2023-T1,1
pjxuqwbj715,2022-2023-T1,1
pjxuqwbj717,2022-2023-T1,1
pjxuqwbj719,2022-2023-T1,1
pjxuqwbj721,2022-2023-T1,1
pjxuqwbj723,2022-2023-T1,3
pjxuqwbj724,2022-2023-T1,3
pjxuqwbj726,2022-2023-T1,1
pjxuqwbj731,2022-2023-T1,1
pjxuqwbj733,2022-2023-T1,3
pjxuqwbj734,2022-2023-T1,3
pjxuqwbj735,2022-2023-T1,3
pjxuqwbj738,2022-2023-T1,1
pjxuqwbj739,2022-2023-T1,3
pjxuqwbj745,2022-2023-T1,1
pjxuqwbj748,2022-2023-T1,1
pjxuqwbj750,2022-2023-T1,3
pjxuqwbj751,2022-2023-T1,3
pjxuqwbj755,2022-2023-T1,1
pjxuqwbj757,2022-2023-T1,1
pjxuqwbj758,2022-2023-T1,1
pjxuqwbj760,2022-2023-T1,1
pjxuqwbj761,2022-2023-T1,1
pjxuqwbj763,2022-2023-T1,1
pjxuqwbj766,2022-2023-T1,1
pjxuqwbj767,2022-2023-T1,3
pjxuqwbj770,2022-2023-T1,1
pjxuqwbj772,2022-2023-T1,1
pjxuqwbj773,2022-2023-T1,1
pjxuqwbj774,2022-2023-T1,1
pjxuqwbj778,2022-2023-T1,3
pjxuqwbj781,2022-2023-T1,1
pjxuqwbj783,2022-2023-T1,1
pjxuqwbj784,2022-2023-T1,1
pjxuqwbj785,2022-2023-T1,1
pjxuqwbj786,2022-2023-T1,1
pjxuqwbj787,2022-2023-T1,3
pjxuqwbj788,2022-2023-T1,1
pjxuqwbj796,2022-2023-T1,3
pjxuqwbj797,2022-2023-T1,1
pjxuqwbj799,2022-2023-T1,1
pjxuqwbj800,2022-2023-T1,3
pjxuqwbj803,2022-2023-T1,1
pjxuqwbj804,2022-2023-T1,1
pjxuqwbj805,2022-2023-T1,3
pjxuqwbj806,2022-2023-T1,1
pjxuqwbj811,2022-2023-T1,1
pjxuqwbj812,2022-2023-T1,3
pjxuqwbj814,2022-2023-T1,1
pjxuqwbj818,2022-2023-T1,1
pjxuqwbj826,2022-2023-T1,3
pjxuqwbj829,2022-2023-T1,1
pjxuqwbj830,2022-2023-T1,1
pjxuqwbj831,2022-2023-T1,2
pjxuqwbj833,2022-2023-T1,1
pjxuqwbj837,2022-2023-T1,3
pjxuqwbj838,2022-2023-T1,1
pjxuqwbj839,2022-2023-T1,3
pjxuqwbj840,2022-2023-T1,1
pjxuqwbj845,2022-2023-T1,1
pjxuqwbj847,2022-2023-T1,1
pjxuqwbj848,2022-2023-T1,1
pjxuqwbj850,2022-2023-T1,3
pjxuqwbj853,2022-2023-T1,1
pjxuqwbj854,2022-2023-T1,1
pjxuqwbj857,2022-2023-T1,3
pjxuqwbj858,2022-2023-T1,3
pjxuqwbj861,2022-2023-T1,1
pjxuqwbj870,2022-2023-T1,1
pjxuqwbj871,2022-2023-T1,3
pjxuqwbj873,2022-2023-T1,1
pjxuqwbj876,2022-2023-T1,1
pjxuqwbj877,2022-2023-T1,1
pjxuqwbj878,2022-2023-T1,1
pjxuqwbj879,2022-2023-T1,1
pjxuqwbj881,2022-2023-T1,3
pjxuqwbj883,2022-2023-T1,3
pjxuqwbj890,2022-2023-T1,1
pjxuqwbj892,2022-2023-T1,3
pjxuqwbj894,2022-2023-T1,1
pjxuqwbj898,2022-2023-T1,1
pjxuqwbj903,2022-2023-T1,1
pjxuqwbj904,2022-2023-T1,1
pjxuqwbj905,2022-2023-T1,3
pjxuqwbj906,2022-2023-T1,1
pjxuqwbj914,2022-2023-T1,1
pjxuqwbj915,2022-2023-T1,3
pjxuqwbj916,2022-2023-T1,1
pjxuqwbj917,2022-2023-T1,3
pjxuqwbj918,2022-2023-T1,3
pjxuqwbj925,2022-2023-T1,1
pjxuqwbj927,2022-2023-T1,1
pjxuqwbj928,2022-2023-T1,1
pjxuqwbj930,2022-2023-T1,1
pjxuqwbj933,2022-2023-T1,1
pjxuqwbj935,2022-2023-T1,1
pjxuqwbj937,2022-2023-T1,1
pjxuqwbj944,2022-2023-T1,3
pjxuqwbj947,2022-2023-T1,1
pjxuqwbj950,2022-2023-T1,1
pjxuqwbj952,2022-2023-T1,1
pjxuqwbj953,2022-2023-T1,1
pjxuqwbj954,2022-2023-T1,1
pjxuqwbj955,2022-2023-T1,1
pjxuqwbj956,2022-2023-T1,1
pjxuqwbj958,2022-2023-T1,1
pjxuqwbj962,2022-2023-T1,3
pjxuqwbj967,2022-2023-T1,3
pjxuqwbj974,2022-2023-T1,3
pjxuqwbj976,2022-2023-T1,1
pjxuqwbj980,2022-2023-T1,1
pjxuqwbj985,2022-2023-T1,1
pjxuqwbj986,2022-2023-T1,1
pjxuqwbj988,2022-2023-T1,1
pjxuqwbj992,2022-2023-T1,1
pjxuqwbj993,2022-2023-T1,3
pjxuqwbj994,2022-2023-T1,1
pjxuqwbj996,2022-2023-T1,3
pjxuzvbj991,2022-2023-T1,1
pjxuzvbj996,2022-2023-T1,1
pjxuzxbj984,2022-2023-T1,1
pjxuzxbj986,2022-2023-T1,1
pjxuzxbj987,2022-2023-T1,1
pjxuzxbj997,2022-2023-T1,1
pjxvzxbj989,2022-2023-T1,1
pjxvzxbj996,2022-2023-T1,1
pjxvzxbj997,2022-2023-T1,1
pjxwxxbj899,2022-2023-T1,3
pjxwxxbj905,2022-2023-T1,1
pjxwxxbj907,2022-2023-T1,1
pjxwxxbj908,2022-2023-T1,1
pjxwxxbj910,2022-2023-T1,1
pjxwxxbj913,2022-2023-T1,1
pjxwxxbj914,2022-2023-T1,1
pjxwxxbj915,2022-2023-T1,1
pjxwxxbj916,2022-2023-T1,1
pjxwxxbj918,2022-2023-T1,1
pjxwxxbj924,2022-2023-T1,1
pjxwxxbj927,2022-2023-T1,1
pjxwxxbj928,2022-2023-T1,1
pjxwxxbj930,2022-2023-T1,1
pjxwxxbj934,2022-2023-T1,1
pjxwxxbj938,2022-2023-T1,1
pjxwxxbj940,2022-2023-T1,1
pjxwxxbj941,2022-2023-T1,1
pjxwxxbj943,2022-2023-T1,1
pjxwxxbj944,2022-2023-T1,1
pjxwxxbj945,2022-2023-T1,1
pjxwxxbj946,2022-2023-T1,1
pjxwxxbj949,2022-2023-T1,1
pjxwxxbj951,2022-2023-T1,1
pjxwxxbj953,2022-2023-T1,1
pjxwxxbj960,2022-2023-T1,1
pjxwxxbj963,2022-2023-T1,1
pjxwxxbj964,2022-2023-T1,1
pjxwxxbj967,2022-2023-T1,1
pjxwxxbj970,2022-2023-T1,1
pjxwxxbj972,2022-2023-T1,1
pjxwxxbj981,2022-2023-T1,1
pjxwxxbj983,2022-2023-T1,1
pjxwxxbj992,2022-2023-T1,1
pjxwxxbj993,2022-2023-T1,2
pjxwxxbj995,2022-2023-T1,1
pjxwzxbj985,2022-2023-T1,1
pjxwzxbj986,2022-2023-T1,1
pjxwzxbj987,2022-2023-T1,1
pjxwzxbj988,2022-2023-T1,1
pjxwzxbj989,2022-2023-T1,1
pjxwzxbj990,2022-2023-T1,1
pjxwzxbj993,2022-2023-T1,1
pjxwzxbj996,2022-2023-T1,1
pjxwzxbj997,2022-2023-T1,1
pjxwzxbj998,2022-2023-T1,1
pjxwzxkj985,2022-2023-T1,3
pjxwzxkj989,2022-2023-T1,1
pjxwzxkj991,2022-2023-T1,1
pjxwzxkj992,2022-2023-T1,1
pjxwzxkj993,2022-2023-T1,1
pjxwzxkj996,2022-2023-T1,3
pjxwzxkj998,2022-2023-T1,1
pjxxxxbj901,2022-2023-T1,2
pjxxxxbj904,2022-2023-T1,1
pjxxxxbj907,2022-2023-T1,1
pjxxxxbj908,2022-2023-T1,2
pjxxxxbj910,2022-2023-T1,2
pjxxxxbj911,2022-2023-T1,2
pjxxxxbj912,2022-2023-T1,1
pjxxxxbj913,2022-2023-T1,2
pjxxxxbj914,2022-2023-T1,2
pjxxxxbj915,2022-2023-T1,2
pjxxxxbj916,2022-2023-T1,2
pjxxxxbj917,2022-2023-T1,2
pjxxxxbj921,2022-2023-T1,2
pjxxxxbj922,2022-2023-T1,2
pjxxxxbj923,2022-2023-T1,2
pjxxxxbj930,2022-2023-T1,2
pjxxxxbj932,2022-2023-T1,2
pjxxxxbj933,2022-2023-T1,1
pjxxxxbj937,2022-2023-T1,2
pjxxxxbj941,2022-2023-T1,2
pjxxxxbj942,2022-2023-T1,2
pjxxxxbj943,2022-2023-T1,1
pjxxxxbj944,2022-2023-T1,2
pjxxxxbj945,2022-2023-T1,2
pjxxxxbj953,2022-2023-T1,2
pjxxxxbj955,2022-2023-T1,2
pjxxxxbj957,2022-2023-T1,2
pjxxxxbj958,2022-2023-T1,2
pjxxxxbj963,2022-2023-T1,2
pjxxxxbj966,2022-2023-T1,2
pjxxxxbj968,2022-2023-T1,2
pjxxxxbj970,2022-2023-T1,2
pjxxxxbj975,2022-2023-T1,2
pjxxxxbj980,2022-2023-T1,1
pjxxxxbj981,2022-2023-T1,2
pjxxxxbj986,2022-2023-T1,2
pjxxxxbj987,2022-2023-T1,3
pjxxxxbj988,2022-2023-T1,2
pjxxxxbj989,2022-2023-T1,2
pjxxxxbj995,2022-2023-T1,2
pjxxxxbj997,2022-2023-T1,2
pjxxztbj990,2022-2023-T1,1
pjxxztbj994,2022-2023-T1,1
pjxxztbj995,2022-2023-T1,1
pjxxztbj998,2022-2023-T1,3
pjxxzxbj995,2022-2023-T1,1
pjxxzxbj998,2022-2023-T1,3
pjxxzxkj978,2022-2023-T1,3
pjxxzxkj979,2022-2023-T1,1
pjxxzxkj981,2022-2023-T1,3
pjxxzxkj983,2022-2023-T1,3
pjxxzxkj987,2022-2023-T1,1
pjxxzxkj990,2022-2023-T1,3
pjxxzxkj991,2022-2023-T1,3
pjxxzxkj995,2022-2023-T1,3
pjxxzxkj997,2022-2023-T1,3
pjxxzxkj998,2022-2023-T1,3
pjxyqwbj001,2022-2023-T1,1
pjxyqwbj002,2022-2023-T1,1
pjxyqwbj003,2022-2023-T1,2
pjxyqwbj004,2022-2023-T1,3
pjxyqwbj006,2022-2023-T1,1
pjxyqwbj007,2022-2023-T1,1
pjxyqwbj013,2022-2023-T1,3
pjxyqwbj015,2022-2023-T1,1
pjxyqwbj016,2022-2023-T1,3
pjxyqwbj018,2022-2023-T1,2
pjxyqwbj020,2022-2023-T1,3
pjxyqwbj022,2022-2023-T1,1
pjxyqwbj023,2022-2023-T1,1
pjxyqwbj027,2022-2023-T1,3
pjxyqwbj031,2022-2023-T1,3
pjxyqwbj033,2022-2023-T1,1
pjxyqwbj034,2022-2023-T1,1
pjxyqwbj035,2022-2023-T1,1
pjxyqwbj036,2022-2023-T1,1
pjxyqwbj038,2022-2023-T1,1
pjxyqwbj041,2022-2023-T1,1
pjxyqwbj043,2022-2023-T1,1
pjxyqwbj044,2022-2023-T1,1
pjxyqwbj046,2022-2023-T1,1
pjxyqwbj047,2022-2023-T1,1
pjxyqwbj049,2022-2023-T1,1
pjxyqwbj050,2022-2023-T1,1
pjxyqwbj052,2022-2023-T1,3
pjxyqwbj053,2022-2023-T1,1
pjxyqwbj054,2022-2023-T1,1
pjxyqwbj058,2022-2023-T1,3
pjxyqwbj059,2022-2023-T1,1
pjxyqwbj061,2022-2023-T1,3
pjxyqwbj062,2022-2023-T1,3
pjxyqwbj069,2022-2023-T1,1
pjxyqwbj072,2022-2023-T1,1
pjxyqwbj073,2022-2023-T1,1
pjxyqwbj077,2022-2023-T1,1
pjxyqwbj078,2022-2023-T1,1
pjxyqwbj080,2022-2023-T1,3
pjxyqwbj082,2022-2023-T1,1
pjxyqwbj084,2022-2023-T1,1
pjxyqwbj085,2022-2023-T1,3
pjxyqwbj086,2022-2023-T1,1
pjxyqwbj087,2022-2023-T1,1
pjxyqwbj088,2022-2023-T1,1
pjxyqwbj089,2022-2023-T1,1
pjxyqwbj090,2022-2023-T1,3
pjxyqwbj092,2022-2023-T1,2
pjxyqwbj095,2022-2023-T1,1
pjxyqwbj098,2022-2023-T1,2
pjxyqwbj100,2022-2023-T1,1
pjxyqwbj101,2022-2023-T1,1
pjxyqwbj104,2022-2023-T1,2
pjxyqwbj108,2022-2023-T1,1
pjxyqwbj109,2022-2023-T1,1
pjxyqwbj112,2022-2023-T1,3
pjxyqwbj116,2022-2023-T1,1
pjxyqwbj117,2022-2023-T1,1
pjxyqwbj122,2022-2023-T1,1
pjxyqwbj125,2022-2023-T1,1
pjxyqwbj126,2022-2023-T1,1
pjxyqwbj129,2022-2023-T1,1
pjxyqwbj130,2022-2023-T1,1
pjxyqwbj133,2022-2023-T1,1
pjxyqwbj139,2022-2023-T1,3
pjxyqwbj146,2022-2023-T1,1
pjxyqwbj149,2022-2023-T1,1
pjxyqwbj150,2022-2023-T1,1
pjxyqwbj153,2022-2023-T1,1
pjxyqwbj154,2022-2023-T1,3
pjxyqwbj155,2022-2023-T1,1
pjxyqwbj156,2022-2023-T1,1
pjxyqwbj158,2022-2023-T1,3
pjxyqwbj159,2022-2023-T1,3
pjxyqwbj163,2022-2023-T1,1
pjxyqwbj164,2022-2023-T1,1
pjxyqwbj166,2022-2023-T1,1
pjxyqwbj169,2022-2023-T1,1
pjxyqwbj171,2022-2023-T1,1
pjxyqwbj172,2022-2023-T1,1
pjxyqwbj174,2022-2023-T1,1
pjxyqwbj181,2022-2023-T1,2
pjxyqwbj185,2022-2023-T1,1
pjxyqwbj188,2022-2023-T1,2
pjxyqwbj190,2022-2023-T1,1
pjxyqwbj191,2022-2023-T1,1
pjxyqwbj192,2022-2023-T1,1
pjxyqwbj193,2022-2023-T1,3
pjxyqwbj197,2022-2023-T1,3
pjxyqwbj201,2022-2023-T1,3
pjxyqwbj203,2022-2023-T1,1
pjxyqwbj205,2022-2023-T1,1
pjxyqwbj207,2022-2023-T1,1
pjxyqwbj209,2022-2023-T1,1
pjxyqwbj216,2022-2023-T1,1
pjxyqwbj219,2022-2023-T1,3
pjxyqwbj221,2022-2023-T1,3
pjxyqwbj223,2022-2023-T1,2
pjxyqwbj224,2022-2023-T1,3
pjxyqwbj225,2022-2023-T1,1
pjxyqwbj232,2022-2023-T1,1
pjxyqwbj236,2022-2023-T1,1
pjxyqwbj237,2022-2023-T1,1
pjxyqwbj242,2022-2023-T1,3
pjxyqwbj243,2022-2023-T1,3
pjxyqwbj245,2022-2023-T1,3
pjxyqwbj248,2022-2023-T1,3
pjxyqwbj249,2022-2023-T1,1
pjxyqwbj251,2022-2023-T1,3
pjxyqwbj252,2022-2023-T1,1
pjxyqwbj253,2022-2023-T1,1
pjxyqwbj255,2022-2023-T1,1
pjxyqwbj261,2022-2023-T1,3
pjxyqwbj262,2022-2023-T1,3
pjxyqwbj266,2022-2023-T1,1
pjxyqwbj267,2022-2023-T1,3
pjxyqwbj269,2022-2023-T1,1
pjxyqwbj272,2022-2023-T1,2
pjxyqwbj274,2022-2023-T1,2
pjxyqwbj276,2022-2023-T1,1
pjxyqwbj277,2022-2023-T1,1
pjxyqwbj278,2022-2023-T1,1
pjxyqwbj279,2022-2023-T1,2
pjxyqwbj282,2022-2023-T1,1
pjxyqwbj283,2022-2023-T1,1
pjxyqwbj285,2022-2023-T1,1
pjxyqwbj288,2022-2023-T1,2
pjxyqwbj293,2022-2023-T1,3
pjxyqwbj299,2022-2023-T1,2
pjxyqwbj300,2022-2023-T1,1
pjxyqwbj301,2022-2023-T1,1
pjxyqwbj302,2022-2023-T1,1
pjxyqwbj305,2022-2023-T1,1
pjxyqwbj307,2022-2023-T1,3
pjxyqwbj309,2022-2023-T1,1
pjxyqwbj311,2022-2023-T1,3
pjxyqwbj312,2022-2023-T1,1
pjxyqwbj315,2022-2023-T1,1
pjxyqwbj316,2022-2023-T1,1
pjxyqwbj318,2022-2023-T1,1
pjxyqwbj321,2022-2023-T1,1
pjxyqwbj322,2022-2023-T1,1
pjxyqwbj325,2022-2023-T1,1
pjxyqwbj326,2022-2023-T1,1
pjxyqwbj327,2022-2023-T1,1
pjxyqwbj328,2022-2023-T1,1
pjxyqwbj331,2022-2023-T1,3
pjxyqwbj333,2022-2023-T1,1
pjxyqwbj334,2022-2023-T1,1
pjxyqwbj336,2022-2023-T1,1
pjxyqwbj338,2022-2023-T1,1
pjxyqwbj339,2022-2023-T1,3
pjxyqwbj340,2022-2023-T1,1
pjxyqwbj341,2022-2023-T1,3
pjxyqwbj344,2022-2023-T1,1
pjxyqwbj347,2022-2023-T1,1
pjxyqwbj348,2022-2023-T1,1
pjxyqwbj351,2022-2023-T1,1
pjxyqwbj356,2022-2023-T1,3
pjxyqwbj358,2022-2023-T1,1
pjxyqwbj360,2022-2023-T1,1
pjxyqwbj361,2022-2023-T1,1
pjxyqwbj362,2022-2023-T1,1
pjxyqwbj366,2022-2023-T1,1
pjxyqwbj367,2022-2023-T1,2
pjxyqwbj368,2022-2023-T1,1
pjxyqwbj369,2022-2023-T1,1
pjxyqwbj375,2022-2023-T1,2
pjxyqwbj379,2022-2023-T1,1
pjxyqwbj380,2022-2023-T1,2
pjxyqwbj384,2022-2023-T1,1
pjxyqwbj385,2022-2023-T1,1
pjxyqwbj388,2022-2023-T1,1
pjxyqwbj391,2022-2023-T1,1
pjxyqwbj393,2022-2023-T1,1
pjxyqwbj394,2022-2023-T1,3
pjxyqwbj395,2022-2023-T1,1
pjxyqwbj396,2022-2023-T1,1
pjxyqwbj397,2022-2023-T1,2
pjxyqwbj398,2022-2023-T1,1
pjxyqwbj400,2022-2023-T1,1
pjxyqwbj401,2022-2023-T1,1
pjxyqwbj402,2022-2023-T1,1
pjxyqwbj403,2022-2023-T1,3
pjxyqwbj407,2022-2023-T1,1
pjxyqwbj408,2022-2023-T1,1
pjxyqwbj409,2022-2023-T1,1
pjxyqwbj410,2022-2023-T1,1
pjxyqwbj412,2022-2023-T1,1
pjxyqwbj417,2022-2023-T1,3
pjxyqwbj418,2022-2023-T1,3
pjxyqwbj421,2022-2023-T1,1
pjxyqwbj422,2022-2023-T1,3
pjxyqwbj425,2022-2023-T1,1
pjxyqwbj428,2022-2023-T1,2
pjxyqwbj430,2022-2023-T1,1
pjxyqwbj431,2022-2023-T1,1
pjxyqwbj433,2022-2023-T1,1
pjxyqwbj435,2022-2023-T1,1
pjxyqwbj437,2022-2023-T1,1
pjxyqwbj441,2022-2023-T1,3
pjxyqwbj444,2022-2023-T1,3
pjxyqwbj445,2022-2023-T1,1
pjxyqwbj452,2022-2023-T1,1
pjxyqwbj453,2022-2023-T1,1
pjxyqwbj454,2022-2023-T1,1
pjxyqwbj455,2022-2023-T1,1
pjxyqwbj456,2022-2023-T1,3
pjxyqwbj459,2022-2023-T1,1
pjxyqwbj461,2022-2023-T1,1
pjxyqwbj463,2022-2023-T1,3
pjxyqwbj464,2022-2023-T1,2
pjxyqwbj468,2022-2023-T1,3
pjxyqwbj469,2022-2023-T1,3
pjxyqwbj472,2022-2023-T1,3
pjxyqwbj476,2022-2023-T1,1
pjxyqwbj478,2022-2023-T1,1
pjxyqwbj479,2022-2023-T1,1
pjxyqwbj485,2022-2023-T1,2
pjxyqwbj486,2022-2023-T1,1
pjxyqwbj487,2022-2023-T1,1
pjxyqwbj488,2022-2023-T1,3
pjxyqwbj492,2022-2023-T1,1
pjxyqwbj497,2022-2023-T1,1
pjxyqwbj500,2022-2023-T1,1
pjxyqwbj506,2022-2023-T1,1
pjxyqwbj508,2022-2023-T1,1
pjxyqwbj509,2022-2023-T1,3
pjxyqwbj515,2022-2023-T1,3
pjxyqwbj518,2022-2023-T1,3
pjxyqwbj522,2022-2023-T1,1
pjxyqwbj523,2022-2023-T1,1
