student_id,total_risk,risk_rank
pjxyqxbk614,0.3009,1615
pjxyqxbj876,0.3008,1616
pjxyqwbk870,0.3006,1617
pjxyqwbk762,0.3004,1618
pjxyqwbj272,0.3004,1619
pjxyqxbj064,0.3003,1620
pjxyqxbk792,0.3002,1621
pjxyqwbj486,0.3002,1622
pjxyqxbk086,0.3002,1623
pjxyqxbl780,0.3001,1624
pjxsqxbj941,0.3001,1625
pjxyqxbj021,0.3001,1626
pjxyqxbk503,0.3,1627
pjxyqwbk697,0.2999,1628
pjxyqxbj798,0.2999,1629
pjxyqxbk183,0.2998,1630
pjxyqxbj991,0.2998,1631
pjxyqxbj082,0.2996,1632
pjxxxxbj981,0.2995,1633
pjxyqwbk543,0.2994,1634
pjxyqwbj739,0.2994,1635
pjxwxxbj918,0.2993,1636
pjxyqxbl934,0.2993,1637
pjxyqxbj662,0.2993,1638
pjxyqxbk777,0.2992,1639
pjxyqxbk581,0.2992,1640
pjxyqwbj793,0.299,1641
pjxyqwbj820,0.2989,1642
pjxyqxbk160,0.2988,1643
pjxuqwbj588,0.2988,1644
pjxyqwbj728,0.2987,1645
pjxsqxbj980,0.2987,1646
pjxyqwbj006,0.2987,1647
pjxqqxbj967,0.2986,1648
pjxqqxbj997,0.2986,1649
pjxyqwbj624,0.2986,1650
pjxyqxbl918,0.2984,1651
pjxyqxbk743,0.2983,1652
pjxyqxbj158,0.2983,1653
pjxyqxbl837,0.2983,1654
pjxuqwbj472,0.2982,1655
pjxyqxbk787,0.2981,1656
pjxyqxbk907,0.2981,1657
pjxyqwbj243,0.2981,1658
pjxyqwbj734,0.2981,1659
pjxyqxbk804,0.298,1660
pjxyqwbk505,0.298,1661
pjxyqwbj487,0.2979,1662
pjwrqxbj967,0.2979,1663
pjxyqxbj454,0.2979,1664
pjxuqwbj871,0.2978,1665
pjxyqxbk095,0.2977,1666
pjxyqxbk048,0.2977,1667
pjxpqxbj986,0.2976,1668
pjxuqwbj580,0.2976,1669
pjxyqwbj412,0.2976,1670
pjxsqxbj772,0.2976,1671
pjxyqwbj870,0.2976,1672
pjxyqxbj608,0.2974,1673
pjxyqwbj312,0.2974,1674
pjxyqxbk304,0.2973,1675
pjwrqxbj973,0.2972,1676
pjxyqwbj255,0.2972,1677
pjxyqwbj431,0.2971,1678
pjxuqwbj454,0.297,1679
pjwrqxbj932,0.297,1680
pjxxzxkj990,0.2968,1681
pjxyqwbj665,0.2967,1682
pjwtqxbj979,0.2967,1683
pjwtqxbj982,0.2967,1684
pjxsqxbj893,0.2967,1685
pjxyqxbk079,0.2967,1686
pjxsqxbj777,0.2966,1687
pjxuqwbj637,0.2965,1688
pjxuqwbj797,0.2964,1689
pjxsqxbj998,0.2963,1690
pjxyqwbj552,0.2959,1691
pjxyqxbj418,0.2959,1692
pjxyqwbk734,0.2958,1693
pjxyqxbk939,0.2958,1694
pjxyqxbj589,0.2958,1695
pjxrqxbj992,0.2958,1696
pjxyqxbj979,0.2957,1697
pjxyqxbj095,0.2957,1698
pjxyqxbk042,0.2956,1699
pjxwxxbj981,0.2956,1700
pjxyqxbk168,0.2956,1701
pjxyqxbk807,0.2956,1702
pjxuqwbj735,0.2955,1703
pjxyqxbl911,0.2955,1704
pjxyqxbk852,0.2955,1705
pjxyqxbj712,0.2955,1706
pjxyqwbj002,0.2954,1707
pjxsqxbj940,0.2954,1708
pjxyqxbk369,0.2954,1709
pjxyqxbk070,0.2954,1710
pjwrqxbj956,0.2953,1711
pjxrqxbj909,0.2952,1712
pjxyqwbj867,0.2951,1713
pjxuqwbj539,0.295,1714
pjxuqwbj478,0.2948,1715
pjxuqwbj446,0.2945,1716
pjxuqwbj619,0.2944,1717
pjxyqwbk749,0.2943,1718
pjxyqxbl739,0.2943,1719
pjxyqwbk872,0.2943,1720
pjwtqxbj985,0.2942,1721
pjwrqxbj992,0.2941,1722
pjxpqxbj997,0.294,1723
pjxyqwbj726,0.2939,1724
pjxuqwbj947,0.2939,1725
pjxsqxbj897,0.2939,1726
pjxsqxbj800,0.2937,1727
pjxyqwbj116,0.2936,1728
pjxyqxbj280,0.2935,1729
pjxyqxbk328,0.2934,1730
pjxyqxbk987,0.2933,1731
pjxyqxbj040,0.2933,1732
pjxyqxbj476,0.2933,1733
pjxwzxbj990,0.2933,1734
pjxyqwbj807,0.2933,1735
pjxqzxbj995,0.2933,1736
pjxyqwbj642,0.2931,1737
pjxyqxbj084,0.293,1738
pjxxztbj990,0.293,1739
pjxuqwbj840,0.2929,1740
pjxyqwbk838,0.2928,1741
pjxyqxbk185,0.2928,1742
pjxyqxbj580,0.2927,1743
pjxyqxbk778,0.2926,1744
pjxsqxbj929,0.2925,1745
pjxyqwbj456,0.2924,1746
pjxsqxbj920,0.2924,1747
pjwtqxbj925,0.2924,1748
pjxsqxbj968,0.2923,1749
pjxxxxbj911,0.2923,1750
pjxuqwbj708,0.2923,1751
pjxwzxbj989,0.2921,1752
pjxsqxbj995,0.292,1753
pjxsqxbj905,0.292,1754
pjxyqxbj392,0.292,1755
pjxpqxbj998,0.2919,1756
pjxyqxbj238,0.2918,1757
pjxuqwbj449,0.2914,1758
pjxyqxbk411,0.2914,1759
pjxyqxbk334,0.2913,1760
pjxsqxbj778,0.2911,1761
pjxyqxbj422,0.2911,1762
pjxyqwbk818,0.2911,1763
pjxyqxbj464,0.291,1764
pjxyqxbj106,0.291,1765
pjxxxxbj932,0.2909,1766
pjxyqxbl701,0.2909,1767
pjxyqwbj890,0.2909,1768
pjxyqxbj417,0.2908,1769
pjxuqwbj788,0.2906,1770
pjxsqxbj894,0.2906,1771
pjxyqwbj197,0.2904,1772
pjxyqxbj871,0.2903,1773
pjxyqwbj158,0.2903,1774
pjxsqxbj874,0.2902,1775
pjxyqxbl916,0.2902,1776
pjxyqwbj459,0.2901,1777
pjxuqwbj512,0.2901,1778
pjxyqxbk165,0.29,1779
pjxyqwbj748,0.2899,1780
pjxyqxbj676,0.2899,1781
pjwrqxbj951,0.2899,1782
pjxyqwbj859,0.2897,1783
pjxyqxbk401,0.2895,1784
pjxyqxbl747,0.2895,1785
pjxuqwbj811,0.2895,1786
pjxqzxbj989,0.2894,1787
pjxyqxbj440,0.2893,1788
pjxyqxbj791,0.2892,1789
pjxqqxbj975,0.2892,1790
pjwtqxbj913,0.2892,1791
pjxyqxbk610,0.2891,1792
pjxpqxbj973,0.2891,1793
pjxyqxbj915,0.289,1794
pjxyqxbj544,0.289,1795
pjxyqwbj358,0.289,1796
pjxuqwbj508,0.2889,1797
pjxyqxbj635,0.2888,1798
pjxyqxbj187,0.2887,1799
pjxyqxbk637,0.2886,1800
pjxyqxbj888,0.2886,1801
pjxsqxbj885,0.2885,1802
pjxyqwbk656,0.2885,1803
pjxyqwbj698,0.2885,1804
pjxyqwbk664,0.2885,1805
pjxyqxbj717,0.2883,1806
pjxyqxbk064,0.2883,1807
pjxyqwbj993,0.2883,1808
pjxyqwbj047,0.2882,1809
pjxyqxbj616,0.2882,1810
pjxyqxbj800,0.2882,1811
pjxyqwbj316,0.2881,1812
pjxuqwbj731,0.2881,1813
pjxyqxbl954,0.288,1814
pjxrqxbj972,0.2879,1815
pjxyqxbk579,0.2879,1816
pjxsqxbj986,0.2879,1817
pjxyqxbj273,0.2879,1818
pjxyqxbk681,0.2879,1819
pjxyqwbj053,0.2878,1820
pjxyqxbj314,0.2877,1821
pjxsqxbj867,0.2875,1822
pjxuqwbj724,0.2875,1823
pjxyqwbj282,0.2875,1824
pjxyqxbk537,0.2874,1825
pjxuqwbj547,0.2873,1826
pjxuqwbj529,0.2873,1827
pjxyqxbj914,0.287,1828
pjxxxxbj913,0.287,1829
pjxyqxbj023,0.2869,1830
pjxsqxbj912,0.2869,1831
pjxwzxbj987,0.2868,1832
pjxyqxbj987,0.2868,1833
pjxyqwbj709,0.2867,1834
pjxyqxbj195,0.2867,1835
pjxyqxbj430,0.2863,1836
pjxyqwbj061,0.2863,1837
pjxuqwbj994,0.2861,1838
pjxsqxbj887,0.2861,1839
pjxsqxbj899,0.2861,1840
pjxyqxbj131,0.2859,1841
pjxyqwbj395,0.2858,1842
pjxyqwbj469,0.2857,1843
pjxyqwbk775,0.2856,1844
pjxuqwbj699,0.2855,1845
pjxyqxbk717,0.2854,1846
pjxtztbj996,0.2854,1847
pjxsqxbj932,0.2851,1848
pjxyqwbj535,0.285,1849
pjxsqxbj873,0.285,1850
pjxyqwbk617,0.2849,1851
pjxwzxkj991,0.2848,1852
pjxyqwbj311,0.2848,1853
pjxuqwbj956,0.2848,1854
pjxyqxbj625,0.2848,1855
pjxyqxbj007,0.2845,1856
pjxsqxbj859,0.2845,1857
pjxyqxbk947,0.2843,1858
pjxyqxbj332,0.2842,1859
pjxuzxbj984,0.2842,1860
pjxyqxbj288,0.2841,1861
pjxuqwbj583,0.2841,1862
pjxyqxbj150,0.284,1863
pjxyqxbk368,0.2839,1864
pjxyqxbl716,0.2837,1865
pjxyqxbl946,0.2836,1866
pjxpqxbj976,0.2835,1867
pjxyqxbk974,0.2835,1868
pjxyqxbk269,0.2834,1869
pjxuqwbj677,0.2834,1870
pjxpqxbj941,0.2833,1871
pjxyqxbk316,0.2832,1872
pjxyqwbk740,0.2831,1873
pjxuqwbj463,0.2831,1874
pjxpqxbj933,0.2831,1875
pjxyqxbj854,0.2831,1876
pjwrqxbj945,0.283,1877
pjxyqwbj269,0.2829,1878
pjxuqwbj565,0.2828,1879
pjxyqxbj595,0.2828,1880
pjxyqxbk190,0.2827,1881
pjxyqxbj496,0.2826,1882
pjxyqxbj284,0.2825,1883
pjxuqwbj564,0.2825,1884
pjxyqxbj221,0.2825,1885
pjxyqxbl906,0.2825,1886
pjxyqwbj073,0.2824,1887
pjxyqxbk429,0.2824,1888
pjxyqxbj866,0.2821,1889
pjxyqxbk993,0.282,1890
pjxyqwbk754,0.2819,1891
pjxyqxbk797,0.2819,1892
pjxuqwbj687,0.2818,1893
pjxuqwbj850,0.2817,1894
pjxyqwbj853,0.2816,1895
pjvyzxbj997,0.2815,1896
pjxyqxbj985,0.2815,1897
pjxyqwbk955,0.2813,1898
pjxsqxbj849,0.2813,1899
pjxyqwbj360,0.2811,1900
pjxyqwbj841,0.2808,1901
pjxyqxbk962,0.2807,1902
pjxyqxbj483,0.2807,1903
pjxyqwbj904,0.2806,1904
pjxyqxbk795,0.2804,1905
pjxsqxbj927,0.2804,1906
pjxyqxbk090,0.2803,1907
pjxyqxbk665,0.2802,1908
pjxyqxbk798,0.2801,1909
pjxyqxbj867,0.2797,1910
pjwtqxbj983,0.2796,1911
pjxyqxbl943,0.2795,1912
pjxyqwbj331,0.2795,1913
pjxyqxbk521,0.2794,1914
pjxuqwbj516,0.2793,1915
pjxyqwbk885,0.2793,1916
pjxyqxbj594,0.2793,1917
pjxyqwbj445,0.2792,1918
pjxyqxbj688,0.2792,1919
pjxyqwbj403,0.2791,1920
pjxuqwbj883,0.2791,1921
pjxyqxbj412,0.2791,1922
pjxyqwbj225,0.279,1923
pjxyqwbk728,0.2788,1924
pjxuqwbj507,0.2787,1925
pjxsqxbj892,0.2786,1926
pjxxxxbj997,0.2786,1927
pjxyqxbj345,0.2785,1928
pjxyqwbj385,0.2784,1929
pjxyqxbj359,0.2784,1930
pjxyqxbk382,0.2784,1931
pjwtqxbj957,0.2784,1932
pjxyqxbl953,0.2784,1933
pjxuqwbj760,0.2782,1934
pjxyqxbj117,0.2781,1935
pjxuqwbj661,0.278,1936
pjxyqxbj961,0.278,1937
pjxyqwbk605,0.2779,1938
pjxyqwbk572,0.2779,1939
pjxyqxbl912,0.2779,1940
pjxyqxbl984,0.2778,1941
pjxyqwbj351,0.2777,1942
pjxxxxbj910,0.2776,1943
pjxyqwbj788,0.2776,1944
pjxuqwbj711,0.2775,1945
pjxuqwbj719,0.2775,1946
pjxyqxbj861,0.2775,1947
pjxyqxbk957,0.2774,1948
pjxsqxbj880,0.2774,1949
pjxyqwbj929,0.2774,1950
pjxuqwbj624,0.2773,1951
pjxpqxbj992,0.2773,1952
pjxyqxbk199,0.2771,1953
pjxyqxbk755,0.2771,1954
pjxrqxbj930,0.277,1955
pjxyqxbl699,0.277,1956
pjxsqxbj989,0.277,1957
pjxyqxbk788,0.2769,1958
pjxyqwbj369,0.2769,1959
pjwtqxbj987,0.2768,1960
pjxuqwbj659,0.2768,1961
pjxxxxbj944,0.2767,1962
pjxqqxbj954,0.2766,1963
pjxyqwbk869,0.2766,1964
pjxyqxbj749,0.2764,1965
pjxyqxbl905,0.2764,1966
pjxyqxbk464,0.2763,1967
pjxuqwbj976,0.2762,1968
pjxwxxbj915,0.2758,1969
pjxuqwbj559,0.2756,1970
pjxyqwbj034,0.2755,1971
pjxyqwbj437,0.2755,1972
pjxuqwbj499,0.2755,1973
pjxyqwbj341,0.2753,1974
pjxxzxkj981,0.2752,1975
pjxyqxbk036,0.2752,1976
pjxyqwbj209,0.2752,1977
pjxyqwbj020,0.2751,1978
pjwtqxbj922,0.275,1979
pjxyqwbj945,0.275,1980
pjxsqxbj871,0.2749,1981
pjxyqxbj089,0.2749,1982
pjxyqxbj403,0.2746,1983
pjxyqxbj954,0.2746,1984
pjxyqxbj073,0.2746,1985
pjxyqxbl867,0.2746,1986
pjxyqxbj927,0.2745,1987
pjxyqxbk810,0.2744,1988
pjxyqwbj912,0.2743,1989
pjxyqxbk553,0.2743,1990
pjxuqwbj477,0.274,1991
pjxyqxbk489,0.2739,1992
pjxyqxbj257,0.2739,1993
pjxyqxbk063,0.2738,1994
pjxyqxbk222,0.2737,1995
pjxyqwbk787,0.2737,1996
pjxyqwbj622,0.2737,1997
pjxyqxbk720,0.2737,1998
pjxpqxbj914,0.2737,1999
pjxyqwbj524,0.2736,2000
pjxyqxbk547,0.2735,2001
pjxyqwbj897,0.2735,2002
pjxyqxbj370,0.2735,2003
pjxyqxbj223,0.2733,2004
pjxyqwbj201,0.2733,2005
pjxrqxbj939,0.2732,2006
pjwrqxbj925,0.2731,2007
pjxyqwbj326,0.273,2008
pjxyqxbk072,0.2729,2009
pjxyqxbj932,0.2729,2010
pjxyqxbk027,0.2728,2011
pjxyqxbj981,0.2725,2012
pjxqzxbj994,0.2724,2013
pjxyqxbj929,0.2723,2014
pjxpqxbj972,0.2723,2015
pjxyqwbk949,0.2723,2016
pjxyqxbj698,0.2722,2017
pjxyqxbj571,0.272,2018
pjxyqwbk972,0.2717,2019
pjwtqxbj931,0.2717,2020
pjxpqxbj979,0.2716,2021
pjxuqwbj829,0.2715,2022
pjxyqxbk592,0.2715,2023
pjxyqwbk834,0.2714,2024
pjxwxxbj992,0.2713,2025
pjxuqwbj470,0.2712,2026
pjxyqwbj936,0.2712,2027
pjxyqxbj103,0.2712,2028
pjxyqxbj404,0.271,2029
pjxyqxbj841,0.271,2030
pjxuqwbj505,0.271,2031
pjxsqxbj934,0.2709,2032
pjxyqxbk115,0.2707,2033
pjxyqxbj455,0.2705,2034
pjwtqxbj959,0.2704,2035
pjxxxxbj933,0.2703,2036
pjxyqwbj988,0.2703,2037
pjxrqxbj891,0.2702,2038
pjxyqwbk706,0.2702,2039
pjxyqwbj602,0.2701,2040
pjxyqwbj038,0.27,2041
pjxsqxbj856,0.2699,2042
pjxyqwbj338,0.2699,2043
pjxyqxbk208,0.2697,2044
pjxyqxbj474,0.2697,2045
pjxtztbj998,0.2695,2046
pjxyqxbl878,0.2695,2047
pjxyqwbj428,0.2695,2048
pjxyqxbk969,0.2694,2049
pjxyqxbl987,0.2693,2050
pjxyqxbk767,0.2692,2051
pjxyqxbj754,0.2689,2052
pjxxxxbj930,0.2686,2053
pjxuqwbj758,0.2685,2054
pjxyqwbk935,0.2685,2055
pjxwxxbj905,0.2685,2056
pjxyqxbj557,0.2679,2057
pjxxxxbj943,0.2678,2058
pjxuqwbj950,0.2676,2059
pjxrqxbj954,0.2675,2060
pjxyqwbj557,0.2673,2061
pjxuqwbj993,0.2671,2062
pjxuqwbj915,0.2671,2063
pjxyqwbj628,0.267,2064
pjxyqwbk760,0.267,2065
pjxyqxbk242,0.2668,2066
pjxyqxbj352,0.2667,2067
pjxyqwbj407,0.2667,2068
pjxyqxbk910,0.2665,2069
pjxyqwbj534,0.2663,2070
pjxyqxbk297,0.2663,2071
pjwrqxbj923,0.2662,2072
pjxuqwbj572,0.2659,2073
pjxyqxbk300,0.2658,2074
pjxyqxbj522,0.2658,2075
pjxyqwbk662,0.2658,2076
pjxyqxbk555,0.2658,2077
pjxwxxbj946,0.2656,2078
pjxsqxbj807,0.2656,2079
pjxyqxbj330,0.2654,2080
pjxyqxbk597,0.2648,2081
pjxyqxbj813,0.2648,2082
pjxyqxbj858,0.2648,2083
pjxtztbj987,0.2648,2084
pjxyqxbl757,0.2642,2085
pjxyqwbj309,0.264,2086
pjxyqxbj846,0.2638,2087
pjxsqxbj760,0.2636,2088
pjxyqwbj839,0.2636,2089
pjxyqxbk403,0.2636,2090
pjxyqxbk336,0.2635,2091
pjxyqxbk732,0.2635,2092
pjxyqxbj371,0.2634,2093
pjxyqxbk426,0.2634,2094
pjxyqxbl821,0.2633,2095
pjxyqwbj435,0.2632,2096
pjxuqwbj515,0.2632,2097
pjxyqwbj877,0.2631,2098
pjxyqwbj780,0.263,2099
pjxyqwbj865,0.2629,2100
pjxxxxbj916,0.2626,2101
pjxyqxbj029,0.2625,2102
pjxyqxbl952,0.2624,2103
pjxxxxbj908,0.2622,2104
pjxyqwbj058,0.2622,2105
pjxyqxbj167,0.2621,2106
pjxyqwbj616,0.262,2107
pjxyqxbj075,0.2613,2108
pjxyqxbk598,0.2612,2109
pjxuqwbj650,0.2612,2110
pjvyzxbj993,0.2609,2111
pjxyqwbk547,0.2608,2112
pjxyqxbl794,0.2608,2113
pjxxxxbj907,0.2607,2114
pjxyqxbj794,0.2606,2115
pjxuqwbj766,0.2605,2116
pjxyqxbj237,0.26,2117
pjxyqxbl766,0.2597,2118
pjxuqwbj937,0.2596,2119
pjxyqxbk098,0.2595,2120
pjxyqwbj166,0.2593,2121
pjxyqxbk209,0.2592,2122
pjxwxxbj995,0.259,2123
pjxxxxbj915,0.2589,2124
pjxsqxbj970,0.2588,2125
pjxyqxbk868,0.2588,2126
pjxpqxbj961,0.2585,2127
pjxuqwbj568,0.2585,2128
pjxyqwbk900,0.2584,2129
pjxyqxbj911,0.2582,2130
pjxyqxbk358,0.2577,2131
pjxyqxbl889,0.2574,2132
pjxyqxbk338,0.2573,2133
pjxyqxbk330,0.2571,2134
pjxxxxbj914,0.2564,2135
pjxyqxbk647,0.2564,2136
pjxyqwbk577,0.2563,2137
pjxyqxbj903,0.256,2138
pjxtzxfj980,0.2558,2139
pjxtzxfj981,0.2558,2140
pjxtzxfj994,0.2558,2141
pjxyqxbk929,0.2556,2142
pjxyqxbk779,0.2556,2143
pjxyqxbj008,0.2555,2144
pjxyqxbl769,0.2555,2145
pjxyqxbk848,0.2555,2146
pjxpqxbj962,0.2552,2147
pjxyqxbl876,0.2551,2148
pjxyqwbj267,0.2547,2149
pjxyqxbk669,0.2546,2150
pjxyqxbj724,0.2541,2151
pjxuqwbj935,0.254,2152
pjxyqwbk956,0.2538,2153
pjxyqxbk231,0.2538,2154
pjxyqwbj674,0.2537,2155
pjxyqwbk519,0.2536,2156
pjxyqxbk812,0.2535,2157
pjxyqxbj379,0.253,2158
pjxyqwbj181,0.2524,2159
pjwrqxbj965,0.2524,2160
pjxyqwbj080,0.2523,2161
pjxwxxbj913,0.2519,2162
pjxyqwbk942,0.2518,2163
pjxyqxbl993,0.2517,2164
pjxyqxbj940,0.2517,2165
pjwtqxbj960,0.2515,2166
pjxyqxbj228,0.2514,2167
pjxyqwbj796,0.251,2168
pjxyqxbl991,0.2505,2169
pjxyqxbj220,0.2505,2170
pjxvzxbj989,0.2503,2171
pjxyqxbj838,0.2503,2172
pjxyqxbk703,0.2502,2173
pjxsqxbj768,0.2497,2174
pjxyqxbk823,0.2495,2175
pjxyqxbj154,0.2494,2176
pjxyqxbl724,0.2492,2177
pjxqqxbj973,0.249,2178
pjxyqxbk166,0.2488,2179
pjxyqxbj575,0.2486,2180
pjxyqwbj928,0.2485,2181
pjxyqxbj967,0.2485,2182
pjxyqxbk491,0.2483,2183
pjxuqwbj495,0.2482,2184
pjwtqxbj943,0.2482,2185
pjxyqxbj093,0.2481,2186
pjxrqxbj994,0.2481,2187
pjwtqxbj941,0.2474,2188
pjxyqwbj261,0.2473,2189
pjxyqwbj907,0.247,2190
pjxuqwbj892,0.2468,2191
pjxyqwbj930,0.2466,2192
pjxyqwbk534,0.2466,2193
pjxyqxbk710,0.2463,2194
pjxyqxbl931,0.2462,2195
pjxxxxbj937,0.2454,2196
pjxuqwbj733,0.2453,2197
pjxyqxbj569,0.2446,2198
pjxyqxbk479,0.2442,2199
pjxyqwbj570,0.2441,2200
pjxyqxbk854,0.244,2201
pjxyqxbk695,0.244,2202
pjxyqwbj706,0.2439,2203
pjxyqxbk354,0.2436,2204
pjxyqwbj016,0.2434,2205
pjxwxxbj944,0.2434,2206
pjxyqxbj546,0.2433,2207
pjxqqxbj947,0.2432,2208
pjxyqxbj733,0.2432,2209
pjxyqxbk534,0.243,2210
pjxyqxbk992,0.2429,2211
pjxyqwbj538,0.2429,2212
pjxyqxbk342,0.2429,2213
pjxyqxbj799,0.2426,2214
pjxyqxbj296,0.2426,2215
pjxyqxbk667,0.2426,2216
pjxyqxbk552,0.2425,2217
pjxuqwbj717,0.2423,2218
pjxyqxbl913,0.2423,2219
pjxyqwbk864,0.242,2220
pjxyqxbj993,0.2409,2221
pjxyqwbj133,0.2408,2222
pjxwxxbj945,0.2407,2223
pjxyqxbk836,0.2405,2224
pjxpqxbj911,0.24,2225
pjxyqxbk634,0.2398,2226
pjxsqxbj824,0.2393,2227
pjxyqxbj301,0.2392,2228
pjxyqxbk945,0.2387,2229
pjxyqxbj989,0.2386,2230
pjxyqxbj948,0.2383,2231
pjxyqxbk713,0.238,2232
pjxtztbj989,0.2376,2233
pjxyqxbk611,0.2375,2234
pjxuqwbj571,0.2373,2235
pjxuqwbj665,0.2369,2236
pjxyqxbk565,0.2364,2237
pjxyqxbj240,0.236,2238
pjxyqxbk442,0.2358,2239
pjxyqxbj452,0.2354,2240
pjxyqxbj384,0.2351,2241
pjxyqxbk046,0.2349,2242
pjxyqxbj734,0.2348,2243
pjxyqxbk900,0.2343,2244
pjxyqwbj910,0.234,2245
pjxyqxbj529,0.2338,2246
pjxyqxbl750,0.2337,2247
pjxyqwbj307,0.2336,2248
pjxyqxbl677,0.2331,2249
pjxyqxbj830,0.233,2250
pjxyqxbk686,0.2329,2251
pjxuqwbj715,0.2327,2252
pjxwxxbj983,0.2326,2253
pjxyqwbj171,0.2326,2254
pjxyqxbk032,0.2324,2255
pjxyqxbj588,0.2322,2256
pjxyqxbj152,0.2314,2257
pjxyqxbk444,0.2314,2258
pjxuqwbj755,0.2313,2259
pjxyqxbj633,0.2312,2260
pjxyqxbj230,0.2312,2261
pjxyqxbl879,0.2306,2262
pjxyqxbk898,0.2306,2263
pjxuqwbj906,0.2305,2264
pjxyqxbk035,0.2304,2265
pjxyqxbj615,0.23,2266
pjxyqwbj523,0.23,2267
pjxpqxbj971,0.23,2268
pjxtztbj990,0.23,2269
pjxwzxbj988,0.2299,2270
pjxyqxbk656,0.2298,2271
pjxxxxbj968,0.2296,2272
pjxyqxbk343,0.2295,2273
pjxyqwbj279,0.2294,2274
pjxyqwbj153,0.2288,2275
pjxyqxbj823,0.2285,2276
pjxyqxbk728,0.2281,2277
pjxyqxbj657,0.2281,2278
pjxxztbj994,0.228,2279
pjxyqwbj125,0.2277,2280
pjxyqxbj358,0.2272,2281
pjxyqxbj647,0.2269,2282
pjxuqwbj443,0.2265,2283
pjxyqxbj080,0.2261,2284
pjxyqxbk262,0.2259,2285
pjxyqxbk081,0.2259,2286
pjxyqxbl939,0.2259,2287
pjxyqxbl825,0.2256,2288
pjxyqxbj829,0.2255,2289
pjxyqxbj928,0.2255,2290
pjxyqxbk764,0.225,2291
pjwqzwbj998,0.2248,2292
pjxyqxbk677,0.2248,2293
pjxyqxbk801,0.2243,2294
pjxyqwbj283,0.2236,2295
pjxuqwbj647,0.2236,2296
pjxyqxbk869,0.2217,2297
pjxyqwbj172,0.2214,2298
pjxyqxbj094,0.2204,2299
pjxuqwbj537,0.2201,2300
pjxyqxbj506,0.22,2301
pjxyqwbk523,0.2199,2302
pjxyqxbj585,0.2194,2303
pjxpqxbj920,0.2187,2304
pjxyqxbk194,0.2187,2305
pjxyqxbl884,0.2177,2306
pjxsqxbj774,0.217,2307
pjxyqwbj923,0.2168,2308
pjxyqwbj821,0.2168,2309
pjxyqxbj853,0.2163,2310
pjxyqxbk981,0.216,2311
pjxyqxbj831,0.2157,2312
pjxyqwbj362,0.2152,2313
pjxxzxkj991,0.2148,2314
pjxyqxbj251,0.2148,2315
pjxyqxbj164,0.2146,2316
pjxyqxbk567,0.2138,2317
pjxyqxbj058,0.2135,2318
pjxyqxbk149,0.213,2319
pjxyqxbl843,0.2126,2320
pjxyqxbk264,0.2125,2321
pjxyqxbk452,0.2121,2322
pjxyqxbj686,0.2119,2323
pjxyqxbj840,0.2116,2324
pjxyqxbj443,0.2116,2325
pjxyqwbk646,0.2114,2326
pjxyqxbk783,0.2109,2327
pjxpqxbj912,0.2107,2328
pjxtzxbj997,0.2103,2329
pjxyqxbj781,0.2096,2330
pjxyqxbj566,0.2092,2331
pjxyqwbk575,0.2091,2332
pjxyqxbk116,0.2088,2333
pjxyqxbl945,0.2084,2334
pjxyqxbj074,0.2068,2335
pjxyqwbk901,0.2067,2336
pjxuqwbj526,0.2063,2337
pjxyqxbj139,0.2061,2338
pjxyqxbj286,0.2057,2339
pjxyqxbj239,0.2057,2340
pjxyqxbj801,0.2054,2341
pjxyqxbk844,0.2053,2342
pjxqzxbj973,0.2053,2343
pjxyqxbk377,0.2052,2344
pjxrqxbj947,0.204,2345
pjxyqxbk059,0.2038,2346
pjxyqxbj788,0.2024,2347
pjxyqxbk135,0.2021,2348
pjxwzxbj998,0.2018,2349
pjxyqxbj174,0.2014,2350
pjxyqxbj086,0.2013,2351
pjxyqwbj417,0.2012,2352
pjxyqxbk389,0.201,2353
pjxyqxbj834,0.2006,2354
pjxyqwbj849,0.2001,2355
pjxyqxbk151,0.1992,2356
pjxyqxbk682,0.1989,2357
pjxuqwbj546,0.198,2358
pjxyqxbj006,0.1979,2359
pjxwxxbj943,0.1976,2360
pjxyqxbk305,0.1971,2361
pjxpqxbj945,0.1965,2362
pjxyqxbk748,0.1964,2363
pjxyqxbk991,0.1959,2364
pjxyqxbj485,0.1957,2365
pjxyqxbl731,0.1956,2366
pjxyqxbj395,0.1954,2367
pjxyqxbl927,0.1953,2368
pjxyqxbk613,0.1949,2369
pjxyqxbk571,0.1942,2370
pjxyqxbj609,0.1942,2371
pjxyqxbj188,0.1939,2372
pjxyqxbk813,0.1924,2373
pjxyqxbk625,0.1923,2374
pjxpqxbj924,0.1911,2375
pjxsqxbj771,0.1902,2376
pjxyqwbk835,0.1901,2377
pjxxzxkj987,0.1892,2378
pjxyqxbj484,0.1889,2379
pjxxxxbj945,0.1888,2380
pjxpqxbj987,0.1885,2381
pjxyqxbk684,0.1884,2382
pjxyqxbl727,0.1878,2383
pjxyqxbk286,0.1873,2384
pjxyqxbl970,0.1868,2385
pjxuqwbj713,0.1862,2386
pjxyqxbj817,0.1861,2387
pjxyqwbj216,0.1853,2388
pjxyqxbj465,0.1851,2389
pjxyqxbj439,0.1848,2390
pjxuqwbj673,0.1845,2391
pjxyqxbk657,0.1844,2392
pjxyqxbk847,0.1843,2393
pjxyqxbk572,0.184,2394
pjxyqxbj848,0.1835,2395
