student_id,life_risk,study_risk,sport_risk,total_risk
pjxrqxbj983,0.5015,0.0247,0.4717,0.3326
pjxyqxbj533,0.5015,0.0257,0.4708,0.3326
pjxyqwbj050,0.5015,0.0259,0.4705,0.3326
pjxyqxbj217,0.5015,0.0167,0.4797,0.3326
pjwtqxbj921,0.5015,0.0223,0.4741,0.3326
pjxyqwbj072,0.5015,0.0982,0.3981,0.3326
pjxyqxbl758,0.5015,0.0146,0.4817,0.3326
pjxyqxbk811,0.5015,0.0247,0.4715,0.3326
pjxyqwbj636,0.5015,0.0325,0.4636,0.3325
pjxpqxbj985,0.5015,0.0639,0.4322,0.3325
pjxpqxbj956,0.5015,0.0759,0.4197,0.3323
pjxyqxbk224,0.5015,0.0201,0.4754,0.3323
pjxyqwbj591,,0.1439,0.5203,0.3321
pjxuqwbj738,0.5015,0.0223,0.4723,0.332
pjwrqxbj929,0.5015,0.1156,0.379,0.332
pjxyqwbk812,0.5369,0.0257,0.4334,0.332
pjxyqxbj428,0.5015,0.0146,0.4799,0.332
pjxxzxbj995,0.5015,0.0329,0.4615,0.332
pjxyqxbk918,0.5015,0.0455,0.4486,0.3319
pjxuqwbj857,0.5015,0.0231,0.4708,0.3318
pjxyqwbj809,0.5015,0.0277,0.4662,0.3318
pjwrqxbj926,0.5015,0.0553,0.4385,0.3318
pjxyqwbj852,0.5015,0.0544,0.4393,0.3317
pjxyqwbj949,0.5015,0.0243,0.4694,0.3317
pjxyqxbj278,0.5015,0.0267,0.467,0.3317
pjxqzxbj997,0.5015,0.0281,0.4655,0.3317
pjxyqxbk325,0.5015,0.101,0.3922,0.3316
pjxyqwbk578,0.5015,0.0281,0.4651,0.3316
pjxyqxbl752,0.5015,0.0274,0.4657,0.3315
pjxyqwbk814,0.5015,0.0259,0.4671,0.3315
pjxyqwbj701,0.5015,0.0527,0.4399,0.3313
pjxuqwbj918,0.5015,0.0184,0.4739,0.3313
pjxuqwbj814,0.5015,0.0184,0.4738,0.3312
pjxyqwbk717,0.3662,0.1922,0.4353,0.3312
pjxsqxbj957,0.5015,0.1513,0.3409,0.3312
pjxyqwbj049,0.5015,0.0267,0.4654,0.3312
pjxuqwbj511,0.5015,0.0376,0.4545,0.3312
pjxyqwbj207,0.5015,0.0908,0.4012,0.3312
pjxuqwbj658,0.5015,0.0567,0.4353,0.3312
pjxyqxbl891,0.5015,0.0154,0.4765,0.3311
pjxyqxbk937,0.5015,0.0267,0.4651,0.3311
pjxyqxbl982,0.5015,0.0184,0.4732,0.331
pjxyqwbj769,0.5015,0.0284,0.4631,0.331
pjxyqxbk820,0.5015,0.0233,0.4681,0.3309
pjxyqxbj524,0.5015,0.0329,0.4584,0.3309
pjxpqxbj916,0.5085,0.0747,0.4094,0.3308
pjxrqxbj937,0.5015,0.0339,0.457,0.3308
pjxyqxbk066,0.5015,0.0146,0.476,0.3307
pjxyqxbk718,0.5015,0.0156,0.4748,0.3306
pjxyqwbk601,0.5015,0.0574,0.4329,0.3306
pjxyqxbl907,0.5015,0.0308,0.4595,0.3306
pjxyqwbk647,0.5015,0.0284,0.4615,0.3305
pjwtqxbj930,0.5015,0.0281,0.4618,0.3305
pjxwxxbj951,0.5015,0.0154,0.4744,0.3304
pjxyqwbj758,0.5015,0.0322,0.4575,0.3304
pjxyqxbk737,0.5015,0.1211,0.3686,0.3304
pjxyqwbk844,0.5015,0.0281,0.4615,0.3304
pjxuqwbj745,0.5015,0.0154,0.4742,0.3304
pjxuqwbj757,0.5015,0.0487,0.4408,0.3303
pjxtztbj997,0.5015,0.0564,0.433,0.3303
pjxyqwbj613,0.5015,0.0284,0.4609,0.3303
pjxwzxbj997,0.5015,0.0231,0.466,0.3302
pjxyqwbj348,0.5015,0.1064,0.3826,0.3302
pjxyqxbj038,0.5015,0.0244,0.4644,0.3301
pjxsqxbj808,0.5015,0.0231,0.4657,0.3301
pjwtqxbj950,0.5015,0.0578,0.4305,0.33
pjxyqxbk934,0.5015,0.0299,0.4584,0.3299
pjxyqwbk767,0.5015,0.0787,0.4091,0.3298
pjxpqxbj969,0.3925,0.2441,0.3524,0.3297
pjxyqxbk632,0.5015,0.0386,0.4489,0.3297
pjxyqxbl686,,0.0243,0.6349,0.3296
pjxyqxbk318,0.5015,0.0339,0.4527,0.3294
pjxyqxbj491,0.5369,0.0161,0.435,0.3293
pjxyqxbk210,0.5015,0.0559,0.4303,0.3292
pjwtqxbj998,0.5015,0.0548,0.4312,0.3291
pjxwzxbj985,0.5015,0.0156,0.4702,0.3291
pjxyqwbj266,0.5015,0.0176,0.4681,0.3291
pjxyqxbj293,0.5015,0.0195,0.4661,0.329
pjxyqwbj932,0.5015,0.0275,0.4579,0.329
pjxuqwbj763,0.5015,0.0154,0.4697,0.3289
pjxyqxbj065,0.5015,0.0156,0.4694,0.3288
pjxyqxbl962,0.5369,0.0167,0.4327,0.3288
pjxyqxbk516,0.5015,0.0231,0.4617,0.3288
pjxyqxbj148,0.5015,0.0325,0.4523,0.3288
pjxyqxbk047,0.5015,0.0146,0.4701,0.3287
pjxxzxkj998,0.5015,0.0792,0.4051,0.3286
pjxyqwbj958,0.5015,0.0223,0.462,0.3286
pjxyqwbj509,0.5015,0.0267,0.4574,0.3285
pjxyqxbl988,0.5015,0.0184,0.4656,0.3285
pjxyqwbj046,0.5015,0.0425,0.4415,0.3285
pjxyqwbk910,0.5015,0.0267,0.4572,0.3284
pjxyqwbj251,0.5015,0.0267,0.4567,0.3283
pjxyqwbk964,0.5015,0.0325,0.4507,0.3282
pjxyqwbj402,0.5015,0.0626,0.4206,0.3282
pjwtqxbj946,0.5582,0.0157,0.4107,0.3282
pjxyqwbj062,0.5015,0.0308,0.4521,0.3282
pjxrqxbj942,0.5015,0.0329,0.45,0.3281
pjxyqxbk595,0.5015,0.0668,0.416,0.3281
pjxyqxbj636,0.5015,0.0282,0.4544,0.328
pjxyqxbj629,0.5015,0.0154,0.467,0.328
pjxyqxbj667,0.4847,0.0154,0.4835,0.3279
pjxyqwbk967,0.5015,0.0277,0.4536,0.3276
pjxyqwbj782,0.5015,0.0487,0.4325,0.3276
pjxyqwbj733,0.4863,0.0267,0.4697,0.3275
pjxyqwbj885,0.5015,0.0267,0.4544,0.3275
pjxyqxbj637,0.5015,0.0169,0.4639,0.3274
pjxyqxbj279,0.5015,0.0184,0.4624,0.3274
pjxsqxbj840,0.5015,0.0154,0.4654,0.3274
pjxyqxbk023,0.5015,0.0146,0.4659,0.3273
pjxyqwbj300,0.5015,0.0259,0.4546,0.3273
pjxyqxbk341,0.5015,0.0338,0.4466,0.3273
pjxuqwbj633,0.5015,0.0156,0.4648,0.3273
pjxyqxbk903,0.5015,0.0184,0.4619,0.3273
pjxyqxbj129,,0.2449,0.4096,0.3272
pjxyqwbj869,0.5015,0.0493,0.4307,0.3272
pjxyqxbj659,0.5015,0.0244,0.4554,0.3271
pjxyqwbj318,0.5015,0.1047,0.375,0.3271
pjxyqwbj799,0.5015,0.0425,0.4371,0.327
pjxuqwbj786,0.5015,0.0951,0.3843,0.327
pjxyqxbj155,0.5015,0.0184,0.4609,0.3269
pjxyqwbk866,0.5015,0.0744,0.4048,0.3269
pjxyqxbk915,0.4847,0.0316,0.4644,0.3269
pjxsqxbj788,0.5015,0.0146,0.4646,0.3269
pjxyqwbj515,0.5848,0.0267,0.369,0.3268
pjxsqxbj851,0.5015,0.0242,0.4546,0.3268
pjxyqwbk747,0.5015,0.0267,0.452,0.3267
pjxpqxbj934,0.5015,0.0158,0.4628,0.3267
pjxwxxbj907,0.5015,0.1439,0.3345,0.3266
pjxyqxbk388,,0.1657,0.4876,0.3266
pjxyqwbj492,0.5015,0.0382,0.4402,0.3266
pjxyqxbk863,0.5015,0.0284,0.45,0.3266
pjxyqxbj577,0.5015,0.0441,0.4343,0.3266
pjxyqxbl975,0.5015,0.0257,0.4526,0.3266
pjxqqxbj989,0.5015,0.0482,0.43,0.3266
pjxyqxbk105,0.5015,0.0156,0.4625,0.3265
pjxyqxbk472,0.5015,0.0236,0.4543,0.3265
pjxyqwbk788,0.5015,0.0162,0.4616,0.3264
pjxyqwbk520,0.5015,0.0267,0.4511,0.3264
pjxrqxbj969,0.5015,0.0225,0.4552,0.3264
pjxyqwbj634,0.5015,0.0275,0.4501,0.3264
pjxyqxbk549,0.5015,0.0101,0.4674,0.3263
pjxyqxbj729,0.5015,0.0766,0.4009,0.3263
pjxyqxbj002,0.5015,0.0515,0.4257,0.3262
pjxsqxbj884,0.5015,0.0156,0.4615,0.3262
pjxxxxbj988,0.5015,0.1227,0.3541,0.3261
pjxyqwbj937,0.5015,0.0259,0.4508,0.3261
pjxyqxbk402,0.5015,0.0086,0.468,0.326
pjxuqwbj648,0.5015,0.0193,0.4572,0.326
pjxwxxbj960,0.5015,0.0268,0.4497,0.326
pjxuqwbj812,0.5015,0.0193,0.4571,0.326
pjxyqxbk015,0.5015,0.0243,0.452,0.3259
pjxyqwbj018,0.5015,0.0485,0.4277,0.3259
pjwrqxbj974,0.5015,0.0485,0.4274,0.3258
pjxyqxbl965,0.5146,0.0259,0.4367,0.3257
pjxyqxbk375,0.5015,0.0308,0.4449,0.3257
pjwtqxbj933,0.5015,0.0259,0.4498,0.3257
pjxyqwbk642,0.5015,0.0244,0.4511,0.3257
pjxpqxbj919,0.5015,0.0433,0.432,0.3256
pjxyqwbj677,0.5015,0.0511,0.4242,0.3256
pjxyqwbj905,0.5015,0.0267,0.4486,0.3256
pjxsqxbj881,0.5015,0.0167,0.4585,0.3256
pjxwxxbj914,0.5015,0.0169,0.4583,0.3256
pjxyqxbl964,0.5015,0.0198,0.4554,0.3255
pjxyqwbk770,0.5015,0.0806,0.3943,0.3255
pjxrqxbj978,0.5015,0.028,0.4467,0.3254
pjxyqxbj340,0.5015,0.0154,0.459,0.3253
pjxyqwbj022,0.5015,0.0267,0.4477,0.3253
pjxyqxbl807,0.5015,0.0683,0.406,0.3253
pjxyqwbj530,0.5015,0.0275,0.4463,0.3251
pjxyqwbk621,0.5015,0.0716,0.4021,0.325
pjxuqwbj858,0.5015,0.0193,0.4543,0.325
pjxuqwbj962,0.5015,0.027,0.4465,0.325
pjxqzxbj980,0.5015,0.0386,0.4348,0.3249
pjxyqxbl743,0.5015,0.0236,0.4493,0.3248
pjxqqxbj970,0.5015,0.0379,0.4349,0.3248
pjxuqwbj958,0.5015,0.0184,0.4542,0.3247
pjxyqxbk601,0.5015,0.0268,0.4458,0.3247
pjxyqwbj322,0.5015,0.0277,0.4449,0.3247
pjxyqwbj569,0.5015,0.0493,0.4232,0.3247
pjxyqwbk729,0.5015,0.0447,0.4277,0.3246
pjxwxxbj993,0.5015,0.027,0.4451,0.3245
pjxyqwbj527,0.5015,0.0386,0.4335,0.3245
pjxyqwbk595,0.5015,0.0267,0.4454,0.3245
pjxyqwbj611,0.5015,0.0404,0.4314,0.3244
pjxuqwbj873,0.5015,0.0257,0.4462,0.3244
pjxyqxbk880,0.5015,0.0233,0.4485,0.3244
pjxyqxbk276,0.5015,0.0308,0.4405,0.3243
pjxyqxbj628,0.5015,0.0244,0.4467,0.3242
pjxyqxbk643,0.5015,0.0573,0.4137,0.3242
pjxyqxbl704,0.5015,0.0153,0.4557,0.3242
pjwtqxbj984,0.5015,0.0281,0.4429,0.3241
pjxqqxbj998,0.5015,0.04,0.4309,0.3241
pjxyqwbk708,0.5015,0.0475,0.4229,0.324
pjxyqxbj736,0.5015,0.0281,0.4423,0.324
pjxuzxbj997,0.5015,0.0354,0.4348,0.3239
pjxyqwbj648,0.5015,0.0388,0.4314,0.3239
pjxuqwbj826,0.3963,0.1677,0.4074,0.3238
pjwtqxbj929,0.5015,0.0573,0.4123,0.3237
pjxuqwbj774,0.5015,0.0325,0.4367,0.3236
pjxwzxkj993,0.5015,0.0144,0.4546,0.3235
pjxyqxbk469,0.5015,0.0277,0.4413,0.3235
pjxyqwbj966,0.5015,0.0223,0.4464,0.3234
pjxyqxbj144,0.5015,0.0267,0.4419,0.3234
pjxyqwbk675,0.5015,0.0259,0.4426,0.3233
pjxyqwbk549,0.5015,0.0799,0.3887,0.3233
pjxyqxbj105,0.5015,0.0268,0.4414,0.3232
pjxyqxbj088,0.5015,0.0244,0.4436,0.3232
pjwrqxbj949,0.5015,0.0277,0.4403,0.3231
pjxxxxbj917,0.5015,0.1326,0.3352,0.3231
pjxyqxbj559,0.5015,0.0277,0.4402,0.3231
pjxyqxbk481,0.5015,0.0184,0.4494,0.3231
pjxyqxbj645,0.5015,0.0266,0.4412,0.3231
pjxyqxbk899,0.5015,0.0473,0.4203,0.323
pjxyqxbk861,0.5015,0.0322,0.4352,0.323
pjxyqxbj691,0.5015,0.0425,0.4249,0.3229
pjxuqwbj712,0.5015,0.0101,0.4572,0.3229
pjxyqxbk828,0.5015,0.0161,0.4509,0.3228
pjxyqxbj703,0.5015,0.0308,0.4361,0.3228
pjxyqxbl806,0.5015,0.0267,0.4403,0.3228
pjxyqxbj355,0.5015,0.0548,0.4121,0.3228
pjwrqxbj994,0.5015,0.0485,0.4183,0.3228
pjxyqwbj850,0.4275,0.2172,0.3236,0.3227
pjxyqwbj302,0.5015,0.0965,0.3701,0.3227
pjxyqxbj269,0.5015,0.0154,0.4512,0.3227
pjxyqxbj317,0.5015,0.0623,0.4043,0.3227
pjxyqxbk943,0.5015,0.0711,0.3954,0.3226
pjxyqxbk446,0.5015,0.0156,0.4503,0.3225
pjxyqxbj638,0.5015,0.0195,0.4465,0.3225
pjxyqwbj922,0.5015,0.0456,0.42,0.3224
pjxsqxbj965,0.5015,0.0156,0.4499,0.3223
pjxyqxbk121,0.5015,0.0165,0.4489,0.3223
pjxyqxbj586,0.5015,0.0165,0.4489,0.3223
pjxyqxbj098,0.5015,0.018,0.4473,0.3223
pjxsqxbj790,0.5015,0.0156,0.4494,0.3222
pjxyqwbj379,0.5015,0.0267,0.4383,0.3222
pjxrqxbj952,0.5015,0.028,0.4369,0.3221
pjxyqxbl874,0.5015,0.0231,0.4417,0.3221
pjxwzxkj996,0.5015,0.0196,0.4451,0.3221
pjxuqwbj838,0.5369,0.0195,0.4097,0.322
pjxyqxbl966,0.5015,0.0349,0.4297,0.322
pjwtqxbj918,0.5015,0.0606,0.404,0.322
pjxyqxbj320,0.5015,0.0242,0.4398,0.3218
pjxyqxbk460,0.5015,0.0181,0.4454,0.3217
pjxyqxbj051,0.5015,0.0156,0.4478,0.3216
pjxuqwbj536,0.5015,0.0184,0.4447,0.3216
pjxrqxbj981,0.5015,0.0353,0.4277,0.3215
pjxyqwbj334,0.5015,0.0349,0.428,0.3215
pjxyqwbj828,0.5015,0.0918,0.3712,0.3215
pjxyqxbj949,0.5204,0.0266,0.4174,0.3215
pjxyqwbk954,0.5015,0.1157,0.3471,0.3214
pjxyqxbj145,0.5015,0.0146,0.4481,0.3214
pjxyqxbk290,0.5015,0.0193,0.4433,0.3213
pjxyqwbk829,0.5015,0.0322,0.4299,0.3212
pjxyqxbk855,0.5015,0.0275,0.4344,0.3211
pjxqqxbj988,0.5015,0.0751,0.3863,0.321
pjxyqxbl736,0.5015,0.0146,0.4467,0.3209
pjxyqxbk683,0.5015,0.0244,0.4369,0.3209
pjxsqxbj966,0.5015,0.0156,0.4456,0.3209
pjxyqxbj255,0.5015,0.0169,0.4441,0.3208
pjxyqxbj520,0.5015,0.0744,0.3865,0.3208
pjxyqwbj977,0.5015,0.0244,0.4363,0.3207
pjxyqwbj375,0.5015,0.0281,0.4325,0.3207
pjxyqwbj441,0.5438,0.0267,0.3914,0.3206
pjxyqxbl826,0.5015,0.0234,0.4369,0.3206
pjxxxxbj995,0.5015,0.0848,0.3753,0.3205
pjxyqxbk889,0.5015,0.0792,0.3805,0.3204
pjxyqwbj508,0.5015,0.0349,0.4248,0.3204
pjxyqwbj940,0.5015,0.0918,0.3676,0.3203
pjxuqwbj621,,0.1752,0.4652,0.3202
pjxyqwbj400,0.4445,0.0885,0.4275,0.3202
pjxyqxbk556,0.5015,0.0244,0.4345,0.3201
pjxyqwbj687,0.4756,0.1,0.3844,0.32
pjxyqwbj822,0.5015,0.0281,0.4303,0.3199
pjxyqxbj192,0.5015,0.0275,0.4308,0.3199
pjxyqxbl765,0.5015,0.0156,0.4424,0.3198
pjxyqxbk826,0.5015,0.0267,0.4313,0.3198
pjxyqwbj001,0.5015,0.0244,0.4335,0.3198
pjxyqxbj565,0.5015,0.0144,0.4434,0.3198
pjxyqwbj564,0.5015,0.0213,0.4365,0.3198
pjxyqxbj995,0.5015,0.0154,0.4423,0.3197
pjxuqwbj581,0.5015,0.0167,0.441,0.3197
pjxyqxbj709,,0.1776,0.4618,0.3197
pjxyqwbj663,0.5015,0.0473,0.4103,0.3197
pjxpqxbj978,0.5015,0.0195,0.438,0.3196
pjxyqxbj400,0.5015,0.0167,0.4407,0.3196
pjxyqxbj910,0.5015,0.0184,0.4388,0.3196
pjxyqxbj731,0.5015,0.1451,0.3122,0.3196
pjxxzxkj997,0.5015,0.0146,0.4423,0.3195
pjxyqxbl969,0.5015,0.0154,0.4413,0.3194
pjxyqxbk543,0.5015,0.0132,0.4434,0.3194
pjxsqxbj826,0.5015,0.0316,0.425,0.3193
pjxyqwbj548,0.5015,0.0525,0.4039,0.3193
pjxsqxbj844,0.5015,0.0193,0.4371,0.3193
pjxyqxbk642,0.5015,0.0437,0.4119,0.319
pjxyqxbj039,0.5015,0.0267,0.4287,0.319
pjxyqxbj714,0.5015,0.0165,0.4388,0.3189
pjxyqxbl709,0.5015,0.0238,0.4316,0.3189
pjxyqxbk448,0.5015,0.0146,0.4407,0.3189
pjxyqwbj339,0.5015,0.0502,0.4051,0.3189
pjxyqxbj772,0.5015,0.0322,0.4227,0.3188
pjwtzxbj996,0.5015,0.0259,0.4289,0.3188
pjxyqxbk958,0.5015,0.0267,0.428,0.3187
pjxyqxbk277,0.5015,0.0156,0.4389,0.3187
pjxyqwbj791,0.5015,0.0308,0.4237,0.3187
pjxyqwbj245,0.5015,0.0308,0.4236,0.3186
pjxyqwbj605,0.5015,0.0267,0.4277,0.3186
pjxuqwbj928,0.5015,0.0146,0.4391,0.3184
pjxyqxbl992,0.5015,0.0259,0.4275,0.3183
pjxyqxbk633,0.5015,0.0165,0.4367,0.3182
pjxyqxbk272,0.5015,0.0167,0.4365,0.3182
pjxuqwbj726,0.5015,0.0161,0.4371,0.3182
pjxyqxbj964,0.5015,0.0284,0.4247,0.3182
pjxyqwbj095,0.5015,0.0603,0.3928,0.3182
pjxyqxbj921,0.5158,0.0388,0.3999,0.3182
pjxyqxbk314,0.5015,0.0144,0.4386,0.3182
pjxyqwbj554,0.5015,0.0243,0.4283,0.318
pjxyqwbj164,0.5015,0.0259,0.4267,0.318
pjxuqwbj643,0.5015,0.0146,0.438,0.318
pjxyqxbj784,0.5015,0.0325,0.4199,0.3179
pjxyqwbj242,0.5099,0.0267,0.4172,0.3179
pjxyqxbj969,0.5015,0.0259,0.4263,0.3179
pjxyqxbj789,0.5015,0.0097,0.4425,0.3179
pjxyqwbj926,0.5015,0.0322,0.4199,0.3179
pjxyqxbk706,0.5015,0.0156,0.4365,0.3179
pjxyqxbk346,0.5015,0.0281,0.4239,0.3178
pjxyqwbk644,0.5015,0.0485,0.4035,0.3178
pjxrqxbj901,0.5015,0.0156,0.4364,0.3178
pjxyqwbj604,0.5015,0.0259,0.4257,0.3177
pjxyqwbk638,0.5015,0.0658,0.3858,0.3177
pjxuqwbj691,0.5015,0.0242,0.4271,0.3176
pjxuqwbj641,0.5015,0.0184,0.4327,0.3175
pjxyqwbk943,0.5015,0.0284,0.4225,0.3175
pjwrqxbj983,0.5015,0.0308,0.4201,0.3175
pjxuqwbj967,0.5015,0.0352,0.4156,0.3174
pjxyqxbl854,0.5015,0.0244,0.4264,0.3174
pjxwzxbj986,0.5015,0.0156,0.4352,0.3174
pjxyqxbk902,0.5015,0.0208,0.43,0.3174
pjxuqwbj853,0.5015,0.0938,0.3568,0.3174
pjxsqxbj969,0.5015,0.0231,0.4274,0.3173
pjwtqxbj947,0.5015,0.0267,0.4236,0.3172
pjxyqxbk908,0.5015,0.0325,0.4176,0.3172
pjxyqxbj828,0.5192,0.0348,0.3974,0.3171
pjxyqwbj092,0.5015,0.0176,0.4321,0.3171
pjxyqxbj682,0.5015,0.0193,0.4304,0.3171
pjxxxxbj966,,0.1901,0.4439,0.317
pjxsqxbj810,0.5015,0.0274,0.4221,0.317
pjxyqxbj120,0.5015,0.0208,0.4286,0.317
pjxyqwbk529,0.5015,0.1102,0.3392,0.317
pjxyqxbl774,0.5015,0.0244,0.4249,0.3169
pjxyqwbj844,0.5015,0.0918,0.3574,0.3169
pjxyqxbj885,0.5015,0.0167,0.4321,0.3168
pjxyqxbj282,0.5015,0.0161,0.4327,0.3168
pjxyqwbj277,0.5015,0.0259,0.4228,0.3167
pjxyqxbk159,0.5015,0.0456,0.403,0.3167
pjxyqxbj694,0.5015,0.0208,0.4274,0.3166
pjxyqxbj918,0.5015,0.0244,0.4237,0.3166
pjxyqwbk879,0.5015,0.0322,0.4154,0.3164
pjwuzxbj995,0.5015,0.0162,0.4311,0.3163
pjxyqwbk813,,0.1426,0.4899,0.3162
pjxyqxbl904,0.5015,0.0267,0.4205,0.3162
pjxyqxbj770,0.5015,0.0146,0.4325,0.3162
pjxyqxbl678,0.5015,0.0365,0.4105,0.3161
pjxsqxbj786,0.5015,0.0154,0.4315,0.3161
pjxyqwbk584,0.5015,0.0281,0.4184,0.316
pjxyqwbk716,0.5015,0.0308,0.415,0.3158
pjxyqxbl735,0.5015,0.0231,0.4227,0.3158
pjxuqwbj785,0.5015,0.0097,0.4357,0.3156
pjxyqxbj272,0.5015,0.0144,0.4305,0.3155
pjxyqxbj125,0.5015,0.0277,0.4172,0.3154
pjxyqxbk927,0.5015,0.0167,0.4279,0.3154
pjxyqxbj728,0.5015,0.0349,0.4096,0.3153
pjxuqwbj584,0.5015,0.0527,0.3917,0.3153
pjxyqwbk902,0.5015,0.0244,0.42,0.3153
pjxyqwbk678,0.5015,0.0377,0.4064,0.3152
pjxyqwbk618,0.5015,0.0281,0.4159,0.3152
pjxyqwbj772,0.5015,0.0162,0.4278,0.3151
pjxyqwbj232,0.5015,0.0281,0.4157,0.3151
pjxyqxbk052,0.5015,0.0223,0.4211,0.315
pjxuqwbj638,0.5015,0.0588,0.3845,0.3149
pjxyqwbk527,,0.0267,0.603,0.3148
pjxsqxbj863,0.5015,0.0231,0.4198,0.3148
pjxyqxbk167,0.5015,0.0322,0.4105,0.3147
pjxyqxbk138,0.5015,0.0156,0.427,0.3147
pjxyqwbj678,0.5015,0.0322,0.4103,0.3147
pjxyqwbj727,0.5015,0.0259,0.4164,0.3146
pjxwxxbj940,0.5015,0.0208,0.4215,0.3146
pjxyqwbj052,,0.2914,0.3377,0.3146
pjxyqxbk715,0.5015,0.0259,0.4163,0.3146
pjxyqwbj989,0.5015,0.0267,0.4155,0.3145
pjxsqxbj984,0.5015,0.0799,0.3622,0.3145
pjxyqwbk592,0.5015,0.0259,0.4159,0.3144
pjxyqwbj013,0.5015,0.0267,0.4151,0.3144
pjxyqwbj384,0.5015,0.0267,0.415,0.3144
pjxyqxbj511,0.5015,0.0146,0.4269,0.3143
pjxyqxbj060,0.5015,0.0167,0.4246,0.3143
pjxyqxbk080,,0.219,0.4095,0.3142
pjxrqxbj958,0.5015,0.0312,0.409,0.3139
pjxsqxbj809,0.5015,0.0146,0.4255,0.3138
pjxqqxbj951,0.5015,0.0458,0.3943,0.3138
pjxsqxbj765,0.5015,0.0325,0.4075,0.3138
pjxyqxbj525,0.5015,0.0193,0.4207,0.3138
pjxyqxbk068,0.5015,0.0281,0.4119,0.3138
pjxyqwbj871,0.5015,0.0349,0.405,0.3138
pjxyqxbk457,0.5015,0.0132,0.4267,0.3138
pjxyqxbk373,,0.0954,0.5321,0.3138
pjxyqxbk335,0.5015,0.0167,0.4225,0.3136
pjxuqwbj527,0.5015,0.0161,0.4229,0.3135
pjxyqwbj361,0.5015,0.0322,0.4066,0.3134
pjxyqwbj388,0.5015,0.0267,0.4115,0.3132
pjwtqxbj920,0.5015,0.0386,0.3995,0.3132
pjxuqwbj848,0.5015,0.0169,0.4211,0.3132
pjxyqwbk581,0.5015,0.0267,0.4113,0.3132
pjxyqxbj897,0.5015,0.0154,0.4226,0.3132
pjxyqwbj776,0.5015,0.0548,0.3832,0.3131
pjxuqwbj618,0.5015,0.0156,0.4219,0.313
pjxxxxbj904,,0.1901,0.4359,0.313
pjxyqxbj807,0.5015,0.0425,0.3944,0.3128
pjxyqwbj163,0.5015,0.0244,0.4124,0.3128
pjxyqxbj034,0.5015,0.0161,0.4207,0.3128
pjxuqwbj721,0.5015,0.0493,0.387,0.3126
pjxyqwbj252,0.5015,0.0267,0.4096,0.3126
pjxyqwbj453,0.5015,0.0223,0.4137,0.3125
pjxyqxbj953,0.5015,0.0165,0.4194,0.3125
pjxyqxbj242,0.5015,0.0244,0.4115,0.3125
pjxyqxbl985,0.5015,0.0167,0.4191,0.3124
pjxyqwbj873,0.5015,0.0885,0.3472,0.3124
pjxyqxbk531,0.5015,0.0275,0.4081,0.3124
pjxuqwbj748,0.5015,0.0184,0.4171,0.3123
pjxyqwbj574,0.5015,0.0176,0.4179,0.3123
pjxuqwbj600,0.5015,0.0193,0.4162,0.3123
pjwtqxbj944,0.5015,0.0277,0.4077,0.3123
pjxyqwbk907,0.5015,0.0425,0.3926,0.3122
pjxyqxbk506,0.5015,0.0322,0.4028,0.3122
pjxpqxbj925,0.5015,0.0759,0.3591,0.3122
pjxyqwbj582,0.5015,0.0322,0.4024,0.312
pjxyqxbj872,0.5015,0.0456,0.389,0.312
pjxrqxbj961,0.5015,0.0373,0.3973,0.312
pjxyqxbk474,0.5015,0.0156,0.4188,0.312
pjwrqxbj988,0.5015,0.0967,0.3377,0.312
pjxyqxbj505,0.5015,0.0156,0.4187,0.3119
pjwrqxbj978,0.5015,0.0308,0.4032,0.3118
pjxpqxbj981,0.5015,0.0162,0.4176,0.3118
pjxuqwbj674,0.5015,0.0126,0.4212,0.3117
pjxyqxbk230,0.5015,0.0259,0.4076,0.3117
pjxuqwbj996,0.5015,0.0233,0.4099,0.3116
pjxyqxbj271,,0.0329,0.59,0.3114
pjxwxxbj910,0.5015,0.0225,0.4103,0.3114
pjxuqwbj944,0.5015,0.0259,0.4068,0.3114
pjxqqxbj969,0.5015,0.0479,0.3848,0.3114
pjwrqxbj979,0.5015,0.0156,0.4171,0.3114
pjxyqxbj957,0.5015,0.0267,0.406,0.3114
pjxrqxbj892,0.4645,0.0353,0.4342,0.3113
pjvyzxbj998,0.5015,0.0264,0.4061,0.3113
pjwtqxbj954,0.5015,0.033,0.3994,0.3113
pjxyqxbk180,0.5015,0.0154,0.4167,0.3112
pjxyqwbj069,0.5015,0.0404,0.3916,0.3112
pjxyqxbk075,0.5015,0.0184,0.4135,0.3111
pjxyqxbk147,0.5015,0.0193,0.4126,0.3111
pjxyqxbk218,0.5015,0.0259,0.4059,0.3111
pjwtqxbj953,0.5015,0.0257,0.4062,0.3111
pjxyqxbl751,0.5015,0.0233,0.4085,0.3111
pjxyqxbj815,0.5015,0.0156,0.4161,0.3111
pjxuqwbj540,0.5015,0.0195,0.4121,0.311
pjxyqwbk694,0.5015,0.0244,0.4071,0.311
pjxyqxbj952,0.5015,0.0093,0.422,0.3109
pjxyqwbk594,0.5015,0.0244,0.4066,0.3108
pjxyqxbl714,0.5015,0.0388,0.3921,0.3108
pjxuqwbj734,0.5015,0.0195,0.4112,0.3107
pjxyqxbk539,0.5015,0.0195,0.4111,0.3107
pjxsqxbj811,0.5015,0.0196,0.4108,0.3106
pjxyqxbj879,0.5015,0.0153,0.415,0.3106
