student_id,life_risk,study_risk,sport_risk,total_risk
pjxuqwbj894,0.5099,0.0184,0.4034,0.3105
pjxyqxbk885,0.5015,0.0267,0.4031,0.3104
pjxsqxbj946,0.5015,0.0146,0.4151,0.3104
pjxyqxbk155,0.5369,0.0277,0.3665,0.3104
pjxyqxbj648,0.5015,0.0165,0.4131,0.3104
pjwtqxbj988,0.5015,0.0325,0.3969,0.3103
pjxyqxbk971,0.5282,0.0267,0.376,0.3103
pjxyqxbl781,0.5369,0.012,0.3819,0.3103
pjxyqxbk525,0.5015,0.0281,0.4012,0.3102
pjxyqxbj361,0.5015,0.0313,0.3978,0.3102
pjxyqxbk822,0.5015,0.0093,0.4196,0.3101
pjxyqwbj299,0.5015,0.0325,0.3964,0.3101
pjwrqxbj985,0.5015,0.0267,0.4022,0.3101
pjxsqxbj801,0.5015,0.0161,0.4124,0.31
pjxyqwbk791,0.5015,0.0335,0.3949,0.31
pjxyqxbk484,0.5015,0.0308,0.3975,0.3099
pjwrqxbj913,0.5015,0.0277,0.4006,0.3099
pjxyqxbj528,0.5015,0.0156,0.4126,0.3099
pjxyqxbj459,0.5015,0.0244,0.4037,0.3099
pjxyqwbj886,0.5015,0.045,0.3829,0.3098
pjxuqwbj651,0.5015,0.0284,0.3994,0.3098
pjxyqwbj301,0.5015,0.0436,0.3841,0.3097
pjxyqxbj626,0.5015,0.0267,0.4007,0.3096
pjxuqwbj773,0.5015,0.0154,0.4119,0.3096
pjxyqxbj180,0.5015,0.0156,0.4113,0.3095
pjxyqxbj725,0.5015,0.0152,0.4115,0.3094
pjxsqxbj752,0.5015,0.0146,0.412,0.3094
pjwrqxbj977,0.5015,0.0156,0.4109,0.3093
pjxyqxbk846,0.5015,0.0574,0.3691,0.3093
pjxuqwbj468,0.5015,0.0099,0.4166,0.3093
pjxyqxbj325,0.5015,0.0184,0.4079,0.3093
pjxyqwbj965,0.4113,0.0284,0.488,0.3092
pjxuqwbj483,0.5015,0.0146,0.4116,0.3092
pjxyqxbj153,0.5015,0.0195,0.4066,0.3092
pjxyqxbj583,0.5015,0.0277,0.3983,0.3091
pjxyqwbj430,0.5015,0.0267,0.3992,0.3091
pjxyqxbj898,0.5015,0.0165,0.4092,0.3091
pjxyqwbj933,0.5015,0.0259,0.3998,0.3091
pjxyqxbj919,0.5015,0.0153,0.4104,0.3091
pjxyqxbj761,0.5015,0.0243,0.4012,0.309
pjxsqxbj882,0.5015,0.0154,0.4096,0.3088
pjxyqxbl688,,0.0798,0.5378,0.3088
pjxxzxkj995,0.5015,0.0154,0.4095,0.3088
pjxyqwbj883,0.5015,0.0447,0.38,0.3087
pjxpqxbj954,0.5015,0.0858,0.3385,0.3086
pjxsqxbj954,0.5015,0.0169,0.4074,0.3086
pjxyqxbk021,0.5015,0.0244,0.3997,0.3085
pjxyqwbj396,0.5015,0.0267,0.3974,0.3085
pjxsqxbj834,,0.1173,0.4995,0.3084
pjxyqxbj670,0.5015,0.0156,0.4081,0.3084
pjxyqxbk697,0.5015,0.0208,0.4029,0.3084
pjxyqwbj398,0.5015,0.0298,0.3936,0.3083
pjxxxxbj912,,0.1227,0.4934,0.3081
pjxrqxbj894,0.5015,0.027,0.3957,0.308
pjxyqxbk615,,0.0153,0.6006,0.3079
pjwtqxbj974,0.5015,0.02,0.4022,0.3079
pjxyqwbj947,0.5015,0.0267,0.3955,0.3079
pjxyqxbj862,0.5015,0.0154,0.4063,0.3077
pjxyqxbj739,0.5015,0.0349,0.3867,0.3077
pjxuqwbj878,0.5015,0.0144,0.4071,0.3077
pjxsqxbj843,0.5015,0.0195,0.4019,0.3076
pjxyqxbj972,0.5015,0.0275,0.3937,0.3076
pjxuqwbj751,0.5015,0.0169,0.4043,0.3076
pjxyqxbj460,0.5015,0.0257,0.3955,0.3075
pjxsqxbj827,0.5015,0.0144,0.4067,0.3075
pjxyqwbk607,0.5015,0.0325,0.3885,0.3075
pjxyqwbj950,0.5015,0.0275,0.3934,0.3075
pjxuqwbj642,0.5015,0.0165,0.4043,0.3074
pjxyqwbk652,0.5015,0.0824,0.3382,0.3074
pjxyqxbj537,0.5015,0.0195,0.4008,0.3072
pjxsqxbj976,0.5015,0.0156,0.4043,0.3071
pjxuqwbj833,0.5192,0.0097,0.3924,0.3071
pjxyqxbl996,0.5015,0.0233,0.3965,0.3071
pjxuqwbj839,0.5015,0.0105,0.4093,0.3071
pjxuqwbj485,0.5015,0.0097,0.4099,0.307
pjxyqwbk650,0.5015,0.0244,0.395,0.307
pjxqqxbj977,0.5015,0.0458,0.3736,0.3069
pjxyqxbj643,0.5015,0.0325,0.3867,0.3069
pjxuqwbj916,0.5015,0.012,0.4073,0.3069
pjxqqxbj983,0.5015,0.05,0.3681,0.3066
pjxyqxbk757,0.5369,0.0153,0.3674,0.3065
pjxyqxbj283,0.5015,0.0231,0.3947,0.3064
pjxuqwbj562,0.5015,0.0146,0.4032,0.3064
pjxyqwbk679,0.5015,0.0259,0.3918,0.3064
pjxyqxbl857,0.5015,0.0144,0.4031,0.3063
pjxsqxbj953,0.5015,0.0156,0.4018,0.3063
pjxyqxbl925,0.5015,0.0093,0.4079,0.3062
pjxxxxbj989,0.5319,0.0778,0.3089,0.3062
pjxyqxbk154,,0.1916,0.4208,0.3062
pjxqqxbj949,0.575,0.0288,0.3148,0.3062
pjxuqwbj608,0.5015,0.0156,0.4015,0.3062
pjwrqxbj920,0.5015,0.0281,0.3888,0.3061
pjxyqwbj325,0.5015,0.0267,0.3901,0.3061
pjxuqwbj461,0.5015,0.0231,0.393,0.3059
pjxuqwbj519,0.5015,0.0165,0.3993,0.3058
pjxuqwbj914,0.5015,0.0101,0.4057,0.3058
pjxyqxbl710,0.5015,0.0169,0.3988,0.3057
pjxpqxbj957,0.5015,0.061,0.3548,0.3057
pjxyqxbk220,0.5015,0.0208,0.3946,0.3056
pjxyqwbk792,0.5015,0.0322,0.383,0.3056
pjxyqwbk781,0.5015,0.0244,0.3907,0.3055
pjxyqxbl937,0.5015,0.0167,0.3979,0.3054
pjxyqwbj955,,0.0259,0.5846,0.3053
pjxyqxbl816,,0.1055,0.5049,0.3052
pjxyqwbj274,0.5015,0.0308,0.3832,0.3052
pjxyqwbj773,0.5015,0.0259,0.3879,0.3051
pjxyqxbk519,0.5015,0.0101,0.4037,0.3051
pjxyqwbk966,0.5015,0.0267,0.3871,0.3051
pjxyqxbk137,0.5015,0.0279,0.3858,0.3051
pjxyqxbk281,0.5015,0.0156,0.3975,0.3049
pjxrqxbj919,0.5015,0.0247,0.3884,0.3048
pjxuqwbj927,0.5015,0.0167,0.3961,0.3048
pjxyqwbj421,0.5015,0.0406,0.3722,0.3048
pjxyqxbj646,0.5015,0.0146,0.3981,0.3047
pjxyqxbj851,0.5936,0.0249,0.2955,0.3047
pjxyqxbk590,0.5015,0.0233,0.3888,0.3045
pjwrqxbj882,0.5015,0.0169,0.3951,0.3045
pjxyqxbj182,0.5015,0.0267,0.3853,0.3045
pjxrqxbj908,0.5015,0.0327,0.3793,0.3045
pjwrqxbj944,0.5015,0.0287,0.3831,0.3044
pjxyqxbj973,0.5015,0.0156,0.3961,0.3044
pjxyqxbk198,,0.1142,0.4945,0.3043
pjxrqxbj971,0.5015,0.0247,0.3868,0.3043
pjxyqwbj410,0.5015,0.0451,0.3665,0.3043
pjxyqwbk755,0.5015,0.0244,0.3869,0.3043
pjxyqxbj707,0.5015,0.0388,0.3724,0.3043
pjxsqxbj872,0.5015,0.0161,0.3951,0.3042
pjxyqxbj687,0.5015,0.0184,0.3926,0.3042
pjxyqxbk573,0.5015,0.044,0.367,0.3042
pjxuqwbj566,0.5015,0.0167,0.3942,0.3041
pjxyqwbj531,0.5015,0.0548,0.356,0.3041
pjxyqwbj836,0.5015,0.0267,0.3839,0.304
pjxxxxbj923,0.335,0.213,0.3639,0.304
pjxyqwbj967,0.4847,0.045,0.3821,0.3039
pjxuqwbj881,0.5015,0.012,0.3983,0.3039
pjxyqwbj803,0.5015,0.0284,0.3817,0.3039
pjxyqxbj757,0.5015,0.0242,0.3858,0.3039
pjxpqxbj926,0.5015,0.0591,0.3509,0.3038
pjxsqxbj938,0.5015,0.0156,0.3943,0.3038
pjxyqwbj130,0.5015,0.0162,0.3933,0.3037
pjxyqwbj917,,0.2493,0.3579,0.3036
pjxyqwbj393,0.5015,0.0897,0.3196,0.3036
pjxsqxbj816,0.5015,0.0153,0.394,0.3036
pjxuqwbj877,0.5015,0.0275,0.3817,0.3036
pjxyqxbk867,0.5015,0.0167,0.3924,0.3035
pjxyqxbj285,0.5015,0.0231,0.3856,0.3034
pjwrqxbj884,0.5015,0.0093,0.3993,0.3034
pjxyqxbl738,0.5015,0.0281,0.3804,0.3033
pjxyqxbj519,0.5015,0.0236,0.3847,0.3033
pjxyqxbj722,0.5015,0.0244,0.3839,0.3033
pjxyqxbl742,0.5015,0.0167,0.3914,0.3032
pjxyqxbj576,0.5015,0.049,0.359,0.3032
pjxyqxbj744,0.5015,0.0473,0.3606,0.3031
pjxyqxbj353,0.5015,0.0244,0.3834,0.3031
pjxyqwbk839,0.5015,0.0267,0.3811,0.3031
pjxuqwbj952,0.5015,0.0156,0.392,0.303
pjxyqxbj068,0.5015,0.0193,0.3883,0.303
pjxuqwbj488,0.5015,0.0195,0.388,0.303
pjxsqxbj900,0.5015,0.0146,0.3928,0.303
pjxwzxkj992,0.5015,0.0147,0.3926,0.3029
pjxyqxbk162,0.5015,0.0669,0.3404,0.3029
pjxyqwbj401,0.5015,0.0257,0.3814,0.3028
pjxuqwbj930,0.5015,0.0144,0.3926,0.3028
pjxpqxbj975,0.5015,0.1015,0.3054,0.3028
pjxyqxbj737,0.5015,0.0267,0.3802,0.3028
pjxsqxbj904,0.5015,0.0156,0.3911,0.3027
pjxsqxbj784,0.5015,0.0101,0.3966,0.3027
pjxyqxbk873,,0.0533,0.5521,0.3027
pjxyqwbj775,0.5015,0.0162,0.3902,0.3026
pjxyqwbj630,0.5015,0.0446,0.3613,0.3025
pjxuqwbj831,0.5015,0.063,0.3428,0.3024
pjxyqwbk830,0.5015,0.0325,0.373,0.3023
pjxuqwbj473,0.5015,0.0146,0.3908,0.3023
pjxyqwbj461,0.5015,0.0243,0.3808,0.3022
pjxyqxbj605,0.5015,0.0365,0.3685,0.3022
pjxuqwbj739,0.5015,0.0236,0.3813,0.3022
pjxyqwbk856,0.5015,0.0493,0.3554,0.3021
pjxqqxbj991,0.5015,0.0479,0.3566,0.302
pjxyqxbk995,0.5015,0.0308,0.3732,0.3018
pjxyqwbj098,0.5015,0.0706,0.3333,0.3018
pjxyqxbk941,0.5369,0.0388,0.3296,0.3018
pjxyqwbj563,0.5015,0.0163,0.3873,0.3017
pjxyqxbk011,0.5015,0.0277,0.3756,0.3016
pjxyqxbj365,0.5015,0.0184,0.3846,0.3015
pjxsqxbj909,0.5015,0.0242,0.3787,0.3015
pjxyqxbj692,0.5015,0.0274,0.3755,0.3015
pjwrqxbj993,0.5015,0.0157,0.3872,0.3015
pjxyqxbj067,0.4445,0.0331,0.4265,0.3014
pjxyqwbk993,,0.0952,0.5075,0.3014
pjxyqxbk566,0.5015,0.0257,0.3769,0.3014
pjxyqxbj548,0.5015,0.0208,0.3815,0.3013
pjwrqxbj952,,0.1027,0.4998,0.3012
pjxyqwbk731,0.5015,0.0176,0.3845,0.3012
pjxyqxbj046,0.5015,0.0146,0.3874,0.3011
pjxyqxbj432,0.5015,0.0161,0.3858,0.3011
pjxyqwbk624,0.5015,0.0281,0.3737,0.3011
pjxyqxbj779,0.5015,0.0201,0.3816,0.301
pjxyqxbk025,,0.033,0.5689,0.301
pjxyqxbk614,0.5015,0.0216,0.3796,0.3009
pjxyqxbj876,0.5015,0.0156,0.3854,0.3008
pjxyqwbk870,0.5015,0.0388,0.3615,0.3006
pjxyqwbk762,,0.0308,0.5699,0.3004
pjxyqwbj272,0.4579,0.0308,0.4124,0.3004
pjxyqxbj064,,0.0184,0.5822,0.3003
pjxyqxbk792,0.5015,0.0086,0.3905,0.3002
pjxyqwbj486,0.5015,0.0463,0.3528,0.3002
pjxyqxbk086,0.5015,0.0137,0.3853,0.3002
pjxyqxbl780,0.5015,0.0201,0.3788,0.3001
pjxsqxbj941,0.5015,0.0154,0.3834,0.3001
pjxyqxbj021,,0.1439,0.4563,0.3001
pjxyqxbk503,0.5015,0.0153,0.3833,0.3
pjxyqwbk697,0.5015,0.0267,0.3717,0.2999
pjxyqxbj798,0.5015,0.0162,0.3821,0.2999
pjxyqxbk183,0.5015,0.012,0.3859,0.2998
pjxyqxbj991,0.5015,0.012,0.3859,0.2998
pjxyqxbj082,,0.0267,0.5726,0.2996
pjxxxxbj981,,0.1227,0.4763,0.2995
pjxyqwbk543,0.5015,0.0257,0.371,0.2994
pjxyqwbj739,0.5015,0.0267,0.3699,0.2994
pjxwxxbj918,0.5015,0.0922,0.3043,0.2993
pjxyqxbl934,0.5015,0.0193,0.3771,0.2993
pjxyqxbj662,0.5015,0.0257,0.3707,0.2993
pjxyqxbk777,0.5075,0.0244,0.3657,0.2992
pjxyqxbk581,0.5015,0.0267,0.3693,0.2992
pjxyqwbj793,0.5015,0.0459,0.3496,0.299
pjxyqwbj820,0.5015,0.0322,0.3629,0.2989
pjxyqxbk160,0.5015,0.0253,0.3697,0.2988
pjxuqwbj588,0.5282,0.0091,0.3592,0.2988
pjxyqwbj728,0.5015,0.0267,0.368,0.2987
pjxsqxbj980,0.5015,0.0244,0.3702,0.2987
pjxyqwbj006,0.5015,0.0609,0.3336,0.2987
pjxqqxbj967,0.5015,0.0458,0.3487,0.2986
pjxqqxbj997,0.5015,0.0505,0.3439,0.2986
pjxyqwbj624,0.5015,0.0362,0.358,0.2986
pjxyqxbl918,0.5015,0.0101,0.3836,0.2984
pjxyqxbk743,0.5015,0.0101,0.3834,0.2983
pjxyqxbj158,,0.0309,0.5656,0.2983
pjxyqxbl837,0.3899,0.0154,0.4894,0.2983
pjxuqwbj472,0.5015,0.0154,0.3778,0.2982
pjxyqxbk787,,0.0154,0.5808,0.2981
pjxyqxbk907,0.5015,0.0223,0.3705,0.2981
pjxyqwbj243,0.5015,0.0259,0.3669,0.2981
pjxyqwbj734,0.5015,0.0157,0.3769,0.2981
pjxyqxbk804,0.5015,0.0093,0.3831,0.298
pjxyqwbk505,0.5015,0.0267,0.3657,0.298
pjxyqwbj487,0.5015,0.0244,0.3679,0.2979
pjwrqxbj967,0.5015,0.0208,0.3715,0.2979
pjxyqxbj454,0.5015,0.0149,0.3774,0.2979
pjxuqwbj871,0.5015,0.012,0.3799,0.2978
pjxyqxbk095,0.5015,0.0146,0.377,0.2977
pjxyqxbk048,0.5015,0.0154,0.3762,0.2977
pjxpqxbj986,0.5015,0.0689,0.3225,0.2976
pjxuqwbj580,0.5015,0.052,0.3395,0.2976
pjxyqwbj412,,0.1113,0.4839,0.2976
pjxsqxbj772,0.5015,0.0098,0.3814,0.2976
pjxyqwbj870,0.5015,0.0176,0.3736,0.2976
pjxyqxbj608,0.5015,0.0195,0.3713,0.2974
pjxyqwbj312,0.4658,0.0267,0.3996,0.2974
pjxyqxbk304,0.5015,0.0197,0.3709,0.2973
pjwrqxbj973,0.4666,0.0144,0.4106,0.2972
pjxyqwbj255,0.5015,0.0401,0.3499,0.2972
pjxyqwbj431,0.5015,0.0335,0.3564,0.2971
pjxuqwbj454,0.5015,0.0165,0.373,0.297
pjwrqxbj932,0.5015,0.0281,0.3614,0.297
pjxxzxkj990,0.5015,0.0182,0.3708,0.2968
pjxyqwbj665,0.5015,0.0162,0.3726,0.2967
pjwtqxbj979,0.5099,0.0169,0.3634,0.2967
pjwtqxbj982,0.5015,0.0115,0.3771,0.2967
pjxsqxbj893,0.5015,0.0161,0.3725,0.2967
pjxyqxbk079,0.5204,0.0156,0.3541,0.2967
pjxsqxbj777,0.5015,0.0167,0.3717,0.2966
pjxuqwbj637,0.5015,0.0167,0.3713,0.2965
pjxuqwbj797,0.5015,0.0305,0.3572,0.2964
pjxsqxbj998,0.5015,0.0093,0.378,0.2963
pjxyqwbj552,0.5015,0.0244,0.3619,0.2959
pjxyqxbj418,0.5015,0.0153,0.3708,0.2959
pjxyqwbk734,0.5015,0.0169,0.3692,0.2958
pjxyqxbk939,0.5015,0.0174,0.3686,0.2958
pjxyqxbj589,0.5015,0.0231,0.3627,0.2958
pjxrqxbj992,0.5015,0.0436,0.3422,0.2958
pjxyqxbj979,0.5015,0.0463,0.3393,0.2957
pjxyqxbj095,0.5015,0.0094,0.3761,0.2957
pjxyqxbk042,0.5015,0.0144,0.371,0.2956
pjxwxxbj981,0.5015,0.0154,0.37,0.2956
pjxyqxbk168,,0.1544,0.4369,0.2956
pjxyqxbk807,0.5015,0.0102,0.3751,0.2956
pjxuqwbj735,0.5015,0.0105,0.3745,0.2955
pjxyqxbl911,0.5015,0.035,0.35,0.2955
pjxyqxbk852,0.5015,0.0267,0.3583,0.2955
pjxyqxbj712,0.5015,0.0097,0.3752,0.2955
pjxyqwbj002,0.5015,0.0145,0.3704,0.2954
pjxsqxbj940,0.5015,0.0167,0.368,0.2954
pjxyqxbk369,0.5015,0.0161,0.3686,0.2954
pjxyqxbk070,0.5115,0.0223,0.3524,0.2954
pjwrqxbj956,0.5015,0.0177,0.3668,0.2953
pjxrqxbj909,0.5015,0.0499,0.3343,0.2952
pjxyqwbj867,0.5015,0.018,0.3659,0.2951
pjxuqwbj539,0.5015,0.0146,0.369,0.295
pjxuqwbj478,0.5015,0.0156,0.3673,0.2948
pjxuqwbj446,0.5015,0.0165,0.3655,0.2945
pjxuqwbj619,0.5015,0.0156,0.3661,0.2944
pjxyqwbk749,0.5015,0.0301,0.3515,0.2943
pjxyqxbl739,0.5015,0.0167,0.3648,0.2943
pjxyqwbk872,0.5015,0.0527,0.3287,0.2943
pjwtqxbj985,0.5015,0.0259,0.3552,0.2942
pjwrqxbj992,0.5015,0.0281,0.3527,0.2941
pjxpqxbj997,0.5015,0.0483,0.3322,0.294
pjxyqwbj726,0.5015,0.0456,0.3346,0.2939
pjxuqwbj947,0.5015,0.0147,0.3655,0.2939
pjxsqxbj897,0.5015,0.0165,0.3636,0.2939
pjxsqxbj800,0.5015,0.0097,0.37,0.2937
pjxyqwbj116,,0.1439,0.4432,0.2936
pjxyqxbj280,0.5015,0.0208,0.3583,0.2935
pjxyqxbk328,0.5015,0.0153,0.3634,0.2934
pjxyqxbk987,0.5015,0.0244,0.3541,0.2933
pjxyqxbj040,0.5015,0.0156,0.3629,0.2933
pjxyqxbj476,0.5015,0.0154,0.363,0.2933
pjxwzxbj990,0.5015,0.0432,0.3353,0.2933
pjxyqwbj807,0.5015,0.0349,0.3434,0.2933
pjxqzxbj995,,0.0259,0.5606,0.2933
pjxyqwbj642,0.5015,0.0908,0.2869,0.2931
pjxyqxbj084,0.5015,0.0091,0.3685,0.293
pjxxztbj990,0.5015,0.0097,0.3678,0.293
pjxuqwbj840,0.5015,0.0101,0.3671,0.2929
pjxyqwbk838,0.5015,0.1024,0.2746,0.2928
pjxyqxbk185,0.5015,0.0153,0.3616,0.2928
pjxyqxbj580,0.5015,0.0167,0.3599,0.2927
pjxyqxbk778,0.5015,0.0167,0.3596,0.2926
pjxsqxbj929,0.5015,0.0101,0.366,0.2925
pjxyqwbj456,0.5015,0.0413,0.3345,0.2924
pjxsqxbj920,0.5015,0.036,0.3397,0.2924
pjwtqxbj925,0.5015,0.0406,0.335,0.2924
pjxsqxbj968,0.5015,0.0091,0.3664,0.2923
pjxxxxbj911,,0.1641,0.4206,0.2923
pjxuqwbj708,0.5015,0.0247,0.3507,0.2923
pjxwzxbj989,0.5015,0.0167,0.3582,0.2921
pjxsqxbj995,0.5015,0.0608,0.3138,0.292
pjxsqxbj905,0.5319,0.0086,0.3356,0.292
pjxyqxbj392,0.5158,0.0101,0.3499,0.292
pjxpqxbj998,,0.1393,0.4445,0.2919
pjxyqxbj238,0.5015,0.0193,0.3548,0.2918
pjxuqwbj449,0.5015,0.0101,0.3626,0.2914
pjxyqxbk411,0.5015,0.0242,0.3484,0.2914
pjxyqxbk334,0.5015,0.0184,0.3541,0.2913
pjxsqxbj778,0.5015,0.0154,0.3565,0.2911
pjxyqxbj422,0.5015,0.0146,0.3572,0.2911
pjxyqwbk818,0.5015,0.0176,0.3542,0.2911
pjxyqxbj464,0.5015,0.0102,0.3614,0.291
pjxyqxbj106,0.5015,0.0146,0.3568,0.291
pjxxxxbj932,,0.146,0.4358,0.2909
pjxyqxbl701,0.5015,0.0281,0.3431,0.2909
pjxyqwbj890,0.5015,0.0419,0.3292,0.2909
pjxyqxbj417,,0.0156,0.5661,0.2908
pjxuqwbj788,0.5015,0.0102,0.3601,0.2906
pjxsqxbj894,0.5015,0.0167,0.3535,0.2906
pjxyqwbj197,,0.0275,0.5533,0.2904
pjxyqxbj871,0.5015,0.053,0.3166,0.2903
pjxyqwbj158,,0.0397,0.5408,0.2903
pjxsqxbj874,0.5015,0.0144,0.3546,0.2902
pjxyqxbl916,0.5015,0.0154,0.3536,0.2902
pjxyqwbj459,0.5015,0.0275,0.3414,0.2901
pjxuqwbj512,0.5015,0.0097,0.3592,0.2901
pjxyqxbk165,0.5015,0.0115,0.3571,0.29
pjxyqwbj748,0.5015,0.0176,0.3506,0.2899
pjxyqxbj676,0.5015,0.0091,0.3591,0.2899
pjwrqxbj951,0.5015,0.0253,0.3428,0.2899
pjxyqwbj859,0.5015,0.0798,0.2878,0.2897
pjxyqxbk401,,0.0276,0.5515,0.2895
pjxyqxbl747,0.5015,0.0153,0.3517,0.2895
pjxuqwbj811,0.5015,0.0101,0.3568,0.2895
pjxqzxbj989,0.5015,0.0278,0.3389,0.2894
pjxyqxbj440,,0.0146,0.5641,0.2893
pjxyqxbj791,0.5015,0.0093,0.3569,0.2892
pjxqqxbj975,0.5015,0.0275,0.3387,0.2892
pjwtqxbj913,0.5015,0.0267,0.3394,0.2892
pjxyqxbk610,0.5015,0.0253,0.3405,0.2891
pjxpqxbj973,0.5015,0.0894,0.2763,0.2891
pjxyqxbj915,0.5015,0.012,0.3537,0.289
pjxyqxbj544,0.5015,0.0165,0.3491,0.289
pjxyqwbj358,0.4847,0.0406,0.3417,0.289
pjxuqwbj508,0.5015,0.0156,0.3497,0.2889
pjxyqxbj635,,0.0674,0.5101,0.2888
pjxyqxbj187,0.5015,0.0093,0.3552,0.2887
pjxyqxbk637,0.5015,0.0272,0.3373,0.2886
pjxyqxbj888,0.5015,0.022,0.3424,0.2886
pjxsqxbj885,0.5015,0.0093,0.3548,0.2885
pjxyqwbk656,0.5015,0.0162,0.3478,0.2885
pjxyqwbj698,0.5015,0.0176,0.3464,0.2885
pjxyqwbk664,0.5015,0.0176,0.3463,0.2885
pjxyqxbj717,0.3725,0.0146,0.4779,0.2883
pjxyqxbk064,0.5015,0.0097,0.3538,0.2883
pjxyqwbj993,0.5015,0.015,0.3483,0.2883
pjxyqwbj047,,0.1,0.4765,0.2882
pjxyqxbj616,0.5015,0.0165,0.3467,0.2882
pjxyqxbj800,0.5015,0.0093,0.3537,0.2882
pjxyqwbj316,,0.0485,0.5278,0.2881
pjxuqwbj731,0.5015,0.0073,0.3554,0.2881
pjxyqxbl954,0.5015,0.0102,0.3523,0.288
pjxrqxbj972,0.5015,0.0152,0.3472,0.2879
pjxyqxbk579,,0.029,0.5468,0.2879
pjxsqxbj986,0.5015,0.03,0.3322,0.2879
pjxyqxbj273,0.5015,0.0161,0.3461,0.2879
pjxyqxbk681,0.5015,0.0154,0.3467,0.2879
pjxyqwbj053,0.5282,0.0176,0.3176,0.2878
pjxyqxbj314,0.5015,0.0093,0.3523,0.2877
pjxsqxbj867,0.5015,0.0146,0.3466,0.2875
pjxuqwbj724,0.5015,0.0093,0.3518,0.2875
pjxyqwbj282,0.5015,0.0176,0.3434,0.2875
pjxyqxbk537,0.5015,0.0154,0.3454,0.2874
pjxuqwbj547,0.5015,0.016,0.3445,0.2873
pjxuqwbj529,0.5015,0.0161,0.3443,0.2873
pjxyqxbj914,0.5015,0.02,0.3395,0.287
pjxxxxbj913,0.5015,0.0726,0.2869,0.287
pjxyqxbj023,0.5015,0.0208,0.3385,0.2869
pjxsqxbj912,0.5015,0.0204,0.3388,0.2869
pjxwzxbj987,0.5015,0.0097,0.3494,0.2868
pjxyqxbj987,,0.0167,0.5568,0.2868
pjxyqwbj709,0.5015,0.0162,0.3424,0.2867
pjxyqxbj195,0.5282,0.0176,0.3142,0.2867
pjxyqxbj430,0.5015,0.0228,0.3347,0.2863
pjxyqwbj061,,0.0404,0.5321,0.2863
pjxuqwbj994,0.5015,0.0097,0.3471,0.2861
pjxsqxbj887,0.5015,0.0144,0.3424,0.2861
pjxsqxbj899,0.5015,0.0274,0.3293,0.2861
pjxyqxbj131,0.5015,0.0162,0.34,0.2859
pjxyqwbj395,0.5015,0.0162,0.3398,0.2858
pjxyqwbj469,0.3878,0.0284,0.4409,0.2857
pjxyqwbk775,0.5015,0.0163,0.3391,0.2856
pjxuqwbj699,0.5015,0.0086,0.3465,0.2855
pjxyqxbk717,0.5015,0.0182,0.3366,0.2854
pjxtztbj996,0.5015,0.0798,0.2749,0.2854
pjxsqxbj932,0.5015,0.0204,0.3335,0.2851
pjxyqwbj535,0.5015,0.0322,0.3214,0.285
pjxsqxbj873,0.5015,0.0102,0.3432,0.285
pjxyqwbk617,0.5015,0.0298,0.3233,0.2849
pjxwzxkj991,0.5015,0.0091,0.344,0.2848
pjxyqwbj311,0.5015,0.0548,0.2982,0.2848
pjxuqwbj956,0.5015,0.0137,0.3392,0.2848
pjxyqxbj625,0.5015,0.0102,0.3426,0.2848
pjxyqxbj007,,0.0257,0.5434,0.2845
pjxsqxbj859,0.5015,0.0132,0.3388,0.2845
pjxyqxbk947,0.5015,0.0313,0.3202,0.2843
pjxyqxbj332,0.5015,0.0233,0.3279,0.2842
pjxuzxbj984,0.5015,0.0146,0.3365,0.2842
pjxyqxbj288,0.5015,0.0158,0.3351,0.2841
pjxuqwbj583,0.5015,0.0204,0.3304,0.2841
pjxyqxbj150,0.5015,0.0158,0.3346,0.284
pjxyqxbk368,0.5015,0.0162,0.334,0.2839
pjxyqxbl716,,0.0417,0.5257,0.2837
pjxyqxbl946,0.5015,0.0169,0.3324,0.2836
pjxpqxbj976,0.5015,0.0523,0.2968,0.2835
pjxyqxbk974,0.5015,0.0101,0.3388,0.2835
pjxyqxbk269,,0.1349,0.4319,0.2834
pjxuqwbj677,0.5015,0.0093,0.3393,0.2834
pjxpqxbj941,0.5015,0.1198,0.2285,0.2833
pjxyqxbk316,0.5015,0.0097,0.3384,0.2832
pjxyqwbk740,0.5015,0.0525,0.2954,0.2831
pjxuqwbj463,0.5015,0.0176,0.3302,0.2831
pjxpqxbj933,0.3675,0.0791,0.4026,0.2831
pjxyqxbj854,0.5015,0.0169,0.3309,0.2831
pjwrqxbj945,,0.0267,0.5394,0.283
pjxyqwbj269,0.5369,0.0169,0.2949,0.2829
pjxuqwbj565,0.5015,0.008,0.3389,0.2828
pjxyqxbj595,0.5015,0.0097,0.3372,0.2828
pjxyqxbk190,0.3899,0.1238,0.3343,0.2827
pjxyqxbj496,0.5015,0.0102,0.3361,0.2826
pjxyqxbj284,0.5015,0.0369,0.3092,0.2825
pjxuqwbj564,0.5015,0.0655,0.2806,0.2825
pjxyqxbj221,,0.0455,0.5195,0.2825
pjxyqxbl906,0.4647,0.0272,0.3555,0.2825
pjxyqwbj073,0.5015,0.052,0.2938,0.2824
pjxyqxbk429,0.5015,0.0093,0.3364,0.2824
pjxyqxbj866,0.5015,0.0093,0.3355,0.2821
pjxyqxbk993,,0.0695,0.4945,0.282
pjxyqwbk754,0.5015,0.0177,0.3266,0.2819
